,COUNTY,DATE,WATER,TOWN,SPECIES,QTY,SIZE (inch)
1269,Piscataquis,2024-09-25,MCKENNA P,T3 R11 WELS,BROOK TROUT,800,8
1270,Piscataquis,2024-09-25,MURPHY P (BIG),Rainbow Twp,BROOK TROUT,525,7
1271,Piscataquis,2024-09-25,PINE P (BIG),T3 R13 WELS,BROOK TROUT,1600,8
1272,Piscataquis,2024-09-25,PRONG P,Beaver Cove,BROOK TROUT,1100,12
1273,Piscataquis,2024-09-25,ROCKY P,T3 R11 WELS,BROOK TROUT,75,8
1274,Piscataquis,2024-09-25,SCHOODIC L,Lake View Plt,BROOK TROUT,900,13
1275,Piscataquis,2024-09-26,FITZGERALD (MTN VIEW) P,Big Moose Twp,BROOK TROUT,1400,12
1276,Piscataquis,2024-09-27,JO-MARY P,TB R10 WELS,BROOK TROUT,300,8
1277,Piscataquis,2024-10-01,CENTER P,Sangerville,BROOK TROUT,1000,13
1278,Piscataquis,2024-10-01,MITCHELL P,T7 R9 WELS,BROOK TROUT,300,8
1279,Piscataquis,2024-10-01,MITCHELL P,T7 R9 WELS,BROOK TROUT,100,13
1280,Piscataquis,2024-10-02,SEBOEIS L,Lake View Plt,L.L. SALMON,800,12
1281,Piscataquis,2024-10-03,DAVIS P (FIRST),Guilford,BROOK TROUT,700,13
1282,Piscataquis,2024-10-03,DRUMMOND P,Abbot,BROOK TROUT,250,13
1283,Piscataquis,2024-10-03,DUNHAM B,Dover-Foxcroft,BROOK TROUT,200,13
1284,Piscataquis,2024-10-03,HARLOW P,Parkman,BROOK TROUT,450,13
1285,Piscataquis,2024-10-03,MILO FARM (HARRIS) P,Milo,BROOK TROUT,75,13
1286,Piscataquis,2024-10-03,SNOWS P,Dover-Foxcroft,BROOK TROUT,100,13
1287,Piscataquis,2024-10-04,BRANNS MILL P,Dover-Foxcroft,BROOK TROUT,1200,13
1288,Piscataquis,2024-10-04,SAWYER P,Greenville,BROOK TROUT,350,13
1289,Piscataquis,2024-10-09,PISCATAQUIS R,Guilford,BROOK TROUT,1000,13
1290,Piscataquis,2024-10-10,PISCATAQUIS R,Dover-Foxcroft,BROOK TROUT,750,13
1291,Piscataquis,2024-10-10,SEBEC R,Sebec,BROOK TROUT,250,13
1292,Piscataquis,2024-10-15,CARRY P,T3 R11 WELS,BROOK TROUT,500,8
1293,Piscataquis,2024-10-15,SALMON P,T4 R13 WELS,BROOK TROUT,900,8
1294,Piscataquis,2024-10-15,TEN-FORTY P,T2 R12 WELS,BROOK TROUT,450,8
1295,Piscataquis,2024-10-16,SHIRLEY P,Shirley,BROOK TROUT,300,13
1296,Piscataquis,2024-10-17,PILLSBURY P (LITTLE),T8 R11 WELS,BROOK TROUT,1500,8
1297,Piscataquis,2024-10-23,MANHANOCK P,Sangerville,BROOK TROUT,1050,12
1298,Piscataquis,2024-10-24,MILO FARM (HARRIS) P,Milo,BROOK TROUT,80,13
1299,Piscataquis,2024-10-24,PEMADUMCOOK CHAIN L,T1 R9 WELS,BROOK TROUT,150,13
1300,Piscataquis,2024-10-24,SCHOODIC L,Lake View Plt,BROOK TROUT,200,13
1301,Piscataquis,2024-10-30,FITZGERALD (MTN VIEW) P,Big Moose Twp,BROOK TROUT,50,18
1302,Piscataquis,2024-10-30,NORTON P,Brownville,BROOK TROUT,150,13
1303,Piscataquis,2024-10-30,SEBOEIS L,Lake View Plt,SPLAKE,500,13
1304,Piscataquis,2024-11-01,HEBRON L,Monson,BROOK TROUT,4600,7
1305,Piscataquis,2024-11-01,SEBOEIS L,Lake View Plt,L.L. SALMON,55,18
1306,Piscataquis,2024-11-04,HEBRON L,Monson,BROOK TROUT,4000,8
1307,Piscataquis,2024-11-06,BRANNS MILL P,Dover-Foxcroft,BROOK TROUT,75,18
1308,Piscataquis,2024-11-06,HARLOW P,Parkman,BROOK TROUT,25,18
1309,Piscataquis,2024-11-06,MANHANOCK P,Sangerville,BROOK TROUT,75,18
1310,Piscataquis,2024-11-19,DRUMMOND P,Abbot,BROOK TROUT,25,18
1311,Piscataquis,2024-11-19,MILO FARM (HARRIS) P,Milo,BROOK TROUT,10,18
1312,Piscataquis,2024-11-19,PRONG P,Beaver Cove,BROOK TROUT,50,18
1313,Sagadahoc,2024-02-05,CENTER P,Phippsburg,BROOK TROUT,100,14
1314,Sagadahoc,2024-05-07,NEQUASSET L,Woolwich,BROWN TROUT,300,9
1315,Sagadahoc,2024-10-02,SPRAGUE P,Phippsburg,BROOK TROUT,200,8
1316,Sagadahoc,2024-10-17,NEQUASSET L,Woolwich,RAINBOW TROUT,200,14
1317,Sagadahoc,2024-10-18,CAESAR P,Bowdoin,BROOK TROUT,200,12
1318,Sagadahoc,2024-10-18,CENTER P,Phippsburg,BROOK TROUT,100,12
1319,Sagadahoc,2024-10-18,CHARLES P,Georgetown,BROOK TROUT,150,7
1320,Sagadahoc,2024-10-18,CHARLES P,Georgetown,BROOK TROUT,75,12
1321,Sagadahoc,2024-10-18,EDDY P (BIG),Topsham,BROOK TROUT,500,9
1322,Sagadahoc,2024-10-18,EDDY P (BIG),Topsham,BROOK TROUT,75,12
1323,Sagadahoc,2024-10-18,SILVER L,Phippsburg,BROOK TROUT,50,12
1324,Sagadahoc,2024-10-30,SEWALL P,Arrowsic,BROOK TROUT,250,13
1325,Sagadahoc,2024-11-07,NEQUASSET L,Woolwich,BROWN TROUT,500,12
1326,Sagadahoc,2024-11-19,SEWALL P,Arrowsic,BROOK TROUT,30,17
1327,Sagadahoc,2024-11-23,NEQUASSET L,Woolwich,RAINBOW TROUT,150,20
1328,Sagadahoc,2024-12-03,CAESAR P,Bowdoin,BROOK TROUT,20,17
1329,Sagadahoc,2024-12-03,CENTER P,Phippsburg,BROOK TROUT,15,19
1330,Sagadahoc,2024-12-03,EDDY P (BIG),Topsham,BROOK TROUT,10,19
1331,Sagadahoc,2024-12-03,SILVER L,Phippsburg,BROOK TROUT,600,8
1332,Sagadahoc,2024-12-03,SILVER L,Phippsburg,BROOK TROUT,10,19
1333,Somerset,2024-04-12,CARRABASSETT STREAM,Canaan,BROOK TROUT,300,10
1334,Somerset,2024-04-12,HIGHT P,Skowhegan,BROOK TROUT,200,10
1335,Somerset,2024-04-12,MILL STREAM,Embden,BROOK TROUT,70,10
1336,Somerset,2024-04-17,FAIRFIELD REC (PAL) P,Fairfield,BROOK TROUT,330,10
1337,Somerset,2024-04-17,HIGGINS B,Harmony,BROOK TROUT,220,10
1338,Somerset,2024-04-17,INDIAN STREAM,Saint Albans,BROOK TROUT,330,10
1339,Somerset,2024-04-18,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,660,10
1340,Somerset,2024-04-19,CARRABASSETT R,New Portland,BROOK TROUT,300,10
1341,Somerset,2024-04-22,LONG (MARTIN) P,The Forks Plt,BROOK TROUT,500,10
1342,Somerset,2024-04-22,MACDOUGALL P,Caratunk,BROOK TROUT,100,10
1343,Somerset,2024-04-23,TIBBETTS P,Concord Twp,BROOK TROUT,100,10
1344,Somerset,2024-04-23,WENTWORTH P,Solon,BROOK TROUT,500,10
1345,Somerset,2024-04-25,HEALD STREAM,Jackman,BROOK TROUT,500,10
1346,Somerset,2024-04-25,SANDY STREAM,Jackman,BROOK TROUT,500,10
1347,Somerset,2024-04-25,SEBASTICOOK R,Hartland,BROOK TROUT,150,10
1348,Somerset,2024-04-25,SEBASTICOOK R,Pittsfield,BROOK TROUT,750,10
1349,Somerset,2024-04-26,KENNEBEC R,Sapling Twp,BROOK TROUT,1500,10
1350,Somerset,2024-04-29,LONG P,Taunton & Raynham Academy Grant,BROOK TROUT,1980,10
1351,Somerset,2024-04-30,AUSTIN P,Bald Mountain Twp T2 R3,BROOK TROUT,1200,10
1352,Somerset,2024-04-30,ROWE P,Pleasant Ridge Plt,BROOK TROUT,1650,10
1353,Somerset,2024-04-30,SANDY P,Embden,BROOK TROUT,440,10
1354,Somerset,2024-05-01,EMBDEN P,Embden,BROOK TROUT,2750,10
1355,Somerset,2024-05-01,MILL STREAM,Embden,BROOK TROUT,77,10
1356,Somerset,2024-05-01,WOOD P (BIG),Attean Twp,L.L. SALMON,500,7
1357,Somerset,2024-05-01,WOOD P (BIG),Attean Twp,BROOK TROUT,2365,10
1358,Somerset,2024-05-02,FAIRFIELD REC (PAL) P,Fairfield,BROOK TROUT,330,10
1359,Somerset,2024-05-02,HANCOCK P,Embden,BROOK TROUT,550,10
1360,Somerset,2024-05-02,PARLIN P,Parlin Pond Twp,BROOK TROUT,2700,10
1361,Somerset,2024-05-03,WESSERUNSETT L,Madison,BROWN TROUT,1200,9
1362,Somerset,2024-05-03,WESSERUNSETT STREAM,Athens,BROWN TROUT,400,9
1363,Somerset,2024-05-07,CARRABASSETT R,New Portland,BROOK TROUT,300,10
1364,Somerset,2024-05-07,HARMONY FIRE P,Harmony,BROOK TROUT,100,10
1365,Somerset,2024-05-07,KENNEBEC R,Fairfield,BROWN TROUT,2000,9
1366,Somerset,2024-05-07,MORRILL P,Hartland,BROOK TROUT,250,10
1367,Somerset,2024-05-09,BRASSUA L,Taunton & Raynham Academy Grant,L.L. SALMON,500,7
1368,Somerset,2024-05-09,CROCKER P,Dennistown Plt,BROOK TROUT,2200,10
1369,Somerset,2024-05-09,MOOSEHEAD L,Rockwood Strip T1 R1 NBKP,L.L. SALMON,1500,7
1370,Somerset,2024-05-10,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,L.L. SALMON,500,7
1371,Somerset,2024-05-10,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,100,10
1372,Somerset,2024-05-10,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,500,10
1373,Somerset,2024-05-13,SANDY R,Norridgewock,BROWN TROUT,800,9
1374,Somerset,2024-05-14,KENNEBEC R,Skowhegan,BROWN TROUT,800,9
1375,Somerset,2024-05-14,KENNEBEC R,Solon,BROWN TROUT,1750,9
1376,Somerset,2024-05-16,HORSESHOE P,Pierce Pond Twp,BROOK TROUT,110,10
1377,Somerset,2024-05-16,KILGORE P,Pierce Pond Twp,BROOK TROUT,525,10
1378,Somerset,2024-05-16,MOSQUITO P,The Forks Plt,BROOK TROUT,500,10
1379,Somerset,2024-05-16,PIERCE P,Pierce Pond Twp,L.L. SALMON,600,7
1380,Somerset,2024-05-20,ATTEAN P,Attean Twp,L.L. SALMON,1100,7
1381,Somerset,2024-05-20,HOLEB P,Holeb Twp,L.L. SALMON,375,7
1382,Somerset,2024-05-20,HOLEB P,Holeb Twp,SPLAKE,500,9
1383,Somerset,2024-05-20,HOLEB P,Holeb Twp,BROOK TROUT,1000,10
1384,Somerset,2024-05-20,KENNEBEC R,Anson,BROWN TROUT,2250,9
1385,Somerset,2024-05-20,SPLIT ROCK P,Pierce Pond Twp,BROOK TROUT,300,3
1386,Somerset,2024-05-20,SUPPLY P,Moose River,BROOK TROUT,400,10
1387,Somerset,2024-05-20,WOOD P (LITTLE BIG),Dennistown Plt,SPLAKE,500,9
1388,Somerset,2024-05-21,CARRABASSETT R,New Portland,RAINBOW TROUT,200,11
1389,Somerset,2024-05-21,MOUNTAIN DIMMICK P,Caratunk,BROOK TROUT,2400,3
1390,Somerset,2024-05-22,CHASE P,Moscow,BROOK TROUT,600,10
1391,Somerset,2024-05-22,MOXIE P,The Forks Plt,L.L. SALMON,500,7
1392,Somerset,2024-05-22,PALMER P,Mayfield Twp,BROOK TROUT,650,10
1393,Somerset,2024-05-23,CHUB P,Hobbstown Twp,BROOK TROUT,250,10
1394,Somerset,2024-05-23,SPENCER L,Hobbstown Twp,L.L. SALMON,350,7
1395,Somerset,2024-05-23,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,600,10
1396,Somerset,2024-05-28,KENNEBEC R,Anson,BROWN TROUT,2000,9
1397,Somerset,2024-05-28,MILL STREAM,Embden,BROOK TROUT,70,10
1398,Somerset,2024-05-29,DEAD RIVER,T3 R4 BKP WKR,L.L. SALMON,100,7
1399,Somerset,2024-05-29,DEAD RIVER,T3 R4 BKP WKR,BROOK TROUT,1300,9
1400,Somerset,2024-05-29,SPRING L,T3 R4 BKP WKR,BROOK TROUT,1400,9
1401,Somerset,2024-05-29,TIBBETTS P,Concord Twp,BROOK TROUT,100,10
1402,Somerset,2024-05-30,LONG P,Long Pond Twp,BROOK TROUT,3000,10
1403,Somerset,2024-05-30,MOXIE P,The Forks Plt,BROOK TROUT,2800,10
1404,Somerset,2024-06-05,CARRABASSETT R,New Portland,RAINBOW TROUT,200,11
1405,Somerset,2024-06-06,TIBBETTS P,Concord Twp,BROOK TROUT,100,10
1406,Somerset,2024-06-07,KENNEBEC R,Embden,BROWN TROUT,650,9
1407,Somerset,2024-06-10,WYMAN L,Moscow,SPLAKE,650,10
1408,Somerset,2024-06-25,KENNEBEC R,Solon,BROOK TROUT,200,10
1409,Somerset,2024-09-24,KENNEBEC R,Sapling Twp,BROOK TROUT,800,12
1410,Somerset,2024-09-26,AUSTIN P,Bald Mountain Twp T2 R3,BROOK TROUT,550,12
1411,Somerset,2024-09-26,AUSTIN P (LITTLE),Bald Mountain Twp T2 R3,BROOK TROUT,3800,6
1412,Somerset,2024-09-26,WEST OUTLET (MOOSEHEAD L),Taunton & Raynham Academy Grant,BROOK TROUT,400,12
1413,Somerset,2024-09-27,MACDOUGALL P,Caratunk,BROOK TROUT,100,12
1414,Somerset,2024-09-30,BEAVER P,Forsyth Twp,BROOK TROUT,150,6
1415,Somerset,2024-09-30,CLEARWATER P,Attean Twp,BROOK TROUT,350,7
1416,Somerset,2024-09-30,DAYMOND P,Moose River,BROOK TROUT,200,7
1417,Somerset,2024-09-30,DEMO P,Rockwood Strip T2 R1 NBKP,BROOK TROUT,3800,7
1418,Somerset,2024-09-30,FISH P,Thorndike Twp,BROOK TROUT,3050,7
1419,Somerset,2024-09-30,HALE P,Alder Brook Twp,BROOK TROUT,800,7
1420,Somerset,2024-09-30,LANE P (LITTLE),Hammond Twp,BROOK TROUT,300,7
1421,Somerset,2024-09-30,LOON P,Attean Twp,BROOK TROUT,750,7
1422,Somerset,2024-09-30,LUTHER P,Thorndike Twp,BROOK TROUT,1500,7
1423,Somerset,2024-09-30,OTTER P,Sandwich Academy Grant Twp,BROOK TROUT,475,7
1424,Somerset,2024-09-30,OTTER P (LITTLE),Sandwich Academy Grant Twp,BROOK TROUT,200,7
1425,Somerset,2024-09-30,PARADISE P (UPPER),Parlin Pond Twp,BROOK TROUT,75,7
1426,Somerset,2024-09-30,RANCOURT P,Dennistown Plt,BROOK TROUT,450,7
1427,Somerset,2024-09-30,RODERIQUE P,Rockwood Strip T2 R1 NBKP,BROOK TROUT,450,7
1428,Somerset,2024-09-30,SMITH P,Parlin Pond Twp,BROOK TROUT,650,7
1429,Somerset,2024-09-30,SUGAR BERTH P,Dennistown Plt,BROOK TROUT,900,7
1430,Somerset,2024-09-30,TRICKEY P,Alder Brook Twp,BROOK TROUT,450,7
1431,Somerset,2024-10-01,BASIN P,Pierce Pond Twp,BROOK TROUT,1800,7
1432,Somerset,2024-10-01,BEAN P,Pleasant Ridge Plt,BROOK TROUT,800,6
1433,Somerset,2024-10-01,BILL MORRIS P,T3 R5 BKP WKR,BROOK TROUT,500,6
1434,Somerset,2024-10-01,BLACK HILL P,Embden,BROOK TROUT,1000,6
1435,Somerset,2024-10-01,DIMMICK P (BIG),Caratunk,BROOK TROUT,2600,6
1436,Somerset,2024-10-01,DIMMICK P (LITTLE),Caratunk,BROOK TROUT,2500,6
1437,Somerset,2024-10-01,FISH P,Moxie Gore,BROOK TROUT,600,6
1438,Somerset,2024-10-01,KILGORE P (UPPER),Pierce Pond Twp,BROOK TROUT,250,6
1439,Somerset,2024-10-01,KING P,Bowtown Twp,BROOK TROUT,450,7
1440,Somerset,2024-10-01,LOST P,Pleasant Ridge Plt,BROOK TROUT,750,6
1441,Somerset,2024-10-01,MOOSE P,Bowtown Twp,BROOK TROUT,650,7
1442,Somerset,2024-10-01,OTTER P,Bowtown Twp,BROOK TROUT,4500,8
1443,Somerset,2024-10-01,OTTER P (NORTH),Bowtown Twp,BROOK TROUT,3000,7
1444,Somerset,2024-10-01,SPRUCE P,Lexington Twp,BROOK TROUT,1700,6
1445,Somerset,2024-10-02,LONG P,Forsyth Twp,BROOK TROUT,1000,8
1446,Somerset,2024-10-02,MCKENNEY P,Holeb Twp,BROOK TROUT,1000,8
1447,Somerset,2024-10-03,WENTWORTH P,Solon,BROOK TROUT,525,12
1448,Somerset,2024-10-03,WENTWORTH P,Solon,SPLAKE,400,13
1449,Somerset,2024-10-04,SMITH (WEEKS) P,Brighton Plt,BROOK TROUT,375,12
1450,Somerset,2024-10-04,WESSERUNSETT L,Madison,BROOK TROUT,2000,12
1451,Somerset,2024-10-04,WESSERUNSETT L,Madison,BROOK TROUT,125,12
1452,Somerset,2024-10-07,CHASE STREAM P (LITTLE),Misery Twp,BROOK TROUT,575,7
1453,Somerset,2024-10-07,INDIAN P (LITTLE),Squaretown Twp,BROOK TROUT,1250,6
1454,Somerset,2024-10-07,KENNEBEC R,Anson,BROOK TROUT,500,13
1455,Somerset,2024-10-08,CARRABASSETT R,New Portland,BROOK TROUT,250,12
1456,Somerset,2024-10-08,MORRILL P,Hartland,BROWN TROUT,200,12
1457,Somerset,2024-10-08,SANDY P,Embden,BROWN TROUT,200,12
1458,Somerset,2024-10-08,SMITH (WEEKS) P,Brighton Plt,BROWN TROUT,300,12
1459,Somerset,2024-10-09,WYMAN L,Moscow,SPLAKE,1400,13
1460,Somerset,2024-10-10,HANCOCK P,Embden,BROOK TROUT,550,12
1461,Somerset,2024-10-10,HANCOCK P,Embden,L.L. SALMON,100,13
1462,Somerset,2024-10-15,FAHI P,Embden,BROOK TROUT,350,12
1463,Somerset,2024-10-15,SANDY P,Embden,BROOK TROUT,200,7
1464,Somerset,2024-10-15,SANDY P,Embden,BROOK TROUT,650,12
1465,Somerset,2024-10-16,GREAT MOOSE L,Hartland,BROWN TROUT,800,12
1466,Somerset,2024-10-16,WESSERUNSETT L,Madison,BROWN TROUT,800,12
1467,Somerset,2024-10-17,INDIAN P (BIG),Saint Albans,BROOK TROUT,500,13
1468,Somerset,2024-10-18,BAKER P,Solon,BROOK TROUT,100,12
1469,Somerset,2024-10-18,WOOD P (BIG),Attean Twp,SPLAKE,1000,13
1470,Somerset,2024-10-21,FAIRFIELD REC (PAL) P,Fairfield,BROOK TROUT,250,7
1471,Somerset,2024-10-21,FAIRFIELD REC (PAL) P,Fairfield,BROOK TROUT,50,12
1472,Somerset,2024-10-22,DEAD RIVER,T3 R4 BKP WKR,BROOK TROUT,250,13
1473,Somerset,2024-10-22,DEAD RIVER,T3 R4 BKP WKR,L.L. SALMON,100,14
1474,Somerset,2024-10-22,SPRING L,T3 R4 BKP WKR,BROOK TROUT,950,13
1475,Somerset,2024-10-22,SPRING L,T3 R4 BKP WKR,L.L. SALMON,75,14
1476,Somerset,2024-10-24,EMBDEN P,Embden,L.L. SALMON,428,14
1477,Somerset,2024-10-24,SHAW P (LOWER),T3 R4 BKP WKR,BROOK TROUT,150,12
1478,Somerset,2024-10-29,EMBDEN P,Embden,BROOK TROUT,1200,12
1479,Somerset,2024-10-29,LAKE GEORGE,Canaan,L.L. SALMON,50,12
1480,Somerset,2024-10-29,LAKE GEORGE,Canaan,RAINBOW TROUT,500,14
1481,Somerset,2024-10-29,TIBBETTS P,Concord Twp,BROOK TROUT,100,7
1482,Somerset,2024-10-29,TIBBETTS P,Concord Twp,BROOK TROUT,100,13
1483,Somerset,2024-10-30,LAKE GEORGE,Canaan,BROOK TROUT,300,8
1484,Somerset,2024-10-30,LAKE GEORGE,Canaan,BROOK TROUT,400,12
1485,Somerset,2024-10-30,MORRILL P,Hartland,BROOK TROUT,250,12
1486,Somerset,2024-10-30,WOOD P (BIG),Attean Twp,BROOK TROUT,100,18
1487,Somerset,2024-11-05,SANDY P,Embden,BROWN TROUT,13,18
1488,Somerset,2024-11-05,SMITH (WEEKS) P,Brighton Plt,BROWN TROUT,13,18
1489,Somerset,2024-11-05,WENTWORTH P,Solon,BROWN TROUT,21,18
1490,Somerset,2024-11-05,WESSERUNSETT L,Madison,BROWN TROUT,47,18
1491,Somerset,2024-11-07,LAKE GEORGE,Canaan,BROWN TROUT,200,12
1492,Somerset,2024-11-08,WESSERUNSETT L,Madison,BROWN TROUT,900,12
1493,Somerset,2024-11-15,FAHI P,Embden,BROOK TROUT,20,19
1494,Waldo,2024-04-18,SAINT GEORGE R,Searsmont,BROWN TROUT,150,14
1495,Waldo,2024-04-18,SAINT GEORGE R,Searsmont,BROOK TROUT,150,15
1496,Waldo,2024-04-18,SHEEPSCOT P,Palermo,BROOK TROUT,500,10
1497,Waldo,2024-04-22,GOOSE RIVER,Belfast,BROOK TROUT,100,10
1498,Waldo,2024-04-22,GOOSE RIVER,Swanville,BROOK TROUT,300,10
1499,Waldo,2024-04-22,SWAN L,Swanville,BROOK TROUT,400,10
1500,Waldo,2024-04-24,SEBASTICOOK R,Burnham,BROOK TROUT,250,10
1501,Waldo,2024-04-25,BOWLER (BELTON) P,Palermo,BROOK TROUT,300,10
1502,Waldo,2024-04-25,SAINT GEORGE L,Liberty,BROOK TROUT,500,10
1503,Waldo,2024-05-03,SHEEPSCOT P,Palermo,BROOK TROUT,500,10
1504,Waldo,2024-05-05,DUTTON P,Knox,BROOK TROUT,100,10
1505,Waldo,2024-05-05,HALFMOON P,Prospect,BROOK TROUT,200,10
1506,Waldo,2024-05-05,SANBORN P,Brooks,BROOK TROUT,250,10
1507,Waldo,2024-05-06,SANDY STREAM,Unity,BROOK TROUT,500,10
1508,Waldo,2024-05-10,SAINT GEORGE R,Searsmont,BROOK TROUT,900,10
1509,Waldo,2024-05-16,NORTON P,Lincolnville,BROWN TROUT,100,9
1510,Waldo,2024-05-24,SAINT GEORGE R,Searsmont,BROOK TROUT,240,10
1511,Waldo,2024-05-28,SAINT GEORGE R,Searsmont,BROWN TROUT,120,9
1512,Waldo,2024-05-30,SAINT GEORGE L,Liberty,L.L. SALMON,1000,8
1513,Waldo,2024-10-06,MEGUNTICOOK L,Lincolnville,RAINBOW TROUT,1000,14
1514,Waldo,2024-10-17,SWAN L,Swanville,BROOK TROUT,1000,7
1515,Waldo,2024-10-18,DUTTON P,Knox,BROOK TROUT,350,7
1516,Waldo,2024-10-18,DUTTON P,Knox,BROWN TROUT,50,12
1517,Waldo,2024-10-18,DUTTON P,Knox,BROOK TROUT,200,13
1518,Waldo,2024-10-18,SANBORN P,Brooks,BROWN TROUT,100,12
1519,Waldo,2024-10-18,SANBORN P,Brooks,BROOK TROUT,200,13
1520,Waldo,2024-10-19,LEVENSELLER P,Searsmont,BROOK TROUT,400,7
1521,Waldo,2024-10-19,LEVENSELLER P,Searsmont,BROOK TROUT,200,13
1522,Waldo,2024-10-19,QUANTABACOOK L,Searsmont,BROOK TROUT,400,13
1523,Waldo,2024-10-24,MEGUNTICOOK L,Lincolnville,BROWN TROUT,200,12
1524,Waldo,2024-10-25,SAINT GEORGE L,Liberty,BROOK TROUT,2000,7
1525,Waldo,2024-10-25,SHEEPSCOT P,Palermo,BROOK TROUT,500,13
1526,Waldo,2024-11-02,GOOSE RIVER,Belfast,BROOK TROUT,200,8
1527,Waldo,2024-11-02,GOOSE RIVER,Swanville,BROOK TROUT,200,8
1528,Waldo,2024-11-02,HALFMOON P,Prospect,BROOK TROUT,350,13
1529,Waldo,2024-11-05,NORTON P,Lincolnville,BROOK TROUT,250,13
1530,Waldo,2024-11-06,MOODY P,Lincolnville,BROOK TROUT,250,8
1531,Waldo,2024-11-06,MOODY P,Lincolnville,BROOK TROUT,200,13
1532,Waldo,2024-11-07,LEVENSELLER P,Searsmont,BROOK TROUT,250,13
1533,Waldo,2024-11-07,MEGUNTICOOK L,Lincolnville,BROWN TROUT,200,12
1534,Waldo,2024-11-15,KNIGHT P,Northport,BROOK TROUT,450,13
1535,Waldo,2024-11-19,LEVENSELLER P,Searsmont,BROOK TROUT,40,17
1536,Waldo,2024-11-21,KNIGHT P,Northport,BROOK TROUT,500,8
1537,Washington,2024-04-10,FOXHOLE P,Deblois,BROOK TROUT,150,10
1538,Washington,2024-04-22,GRAND LAKE STREAM CANAL,Grand Lake Stream Plt,BROOK TROUT,50,9
1539,Washington,2024-04-23,SIMPSON P,Roque Bluffs,BROWN TROUT,50,9
1540,Washington,2024-05-01,CLARK B (MAGURREWOCK S),Calais,BROOK TROUT,150,10
1541,Washington,2024-05-01,FARROW L,Topsfield,BROOK TROUT,750,10
1542,Washington,2024-05-01,INDIAN L,Whiting,BROOK TROUT,600,10
1543,Washington,2024-05-01,LILY L,Trescott Twp,BROOK TROUT,150,10
1544,Washington,2024-05-01,MIDDLE R,Marshfield,BROOK TROUT,450,10
1545,Washington,2024-05-01,SIMPSON P,Roque Bluffs,BROOK TROUT,400,10
1546,Washington,2024-05-01,SIX MILE L,Marshfield,BROOK TROUT,100,10
1547,Washington,2024-05-02,GRAND L (EAST),Danforth,BROOK TROUT,1500,10
1548,Washington,2024-05-02,GRAND LAKE STREAM,Grand Lake Stream Plt,BROOK TROUT,200,9
1549,Washington,2024-05-02,GRAND LAKE STREAM,Grand Lake Stream Plt,L.L. SALMON,200,11
1550,Washington,2024-05-02,GRAND LAKE STREAM CANAL,Grand Lake Stream Plt,BROOK TROUT,150,9
1551,Washington,2024-05-07,CATHANCE L,No 14 Twp - Cathance Twp,L.L. SALMON,500,7
1552,Washington,2024-05-07,MEDDYBEMPS L,Baileyville,L.L. SALMON,350,7
1553,Washington,2024-05-07,PLEASANT L,Alexander,L.L. SALMON,175,7
1554,Washington,2024-05-08,MEYERS P (NORTH),Columbia,BROOK TROUT,150,9
1555,Washington,2024-05-08,MEYERS P (SOUTH),Columbia,BROOK TROUT,100,9
1556,Washington,2024-05-08,SCHOODIC L,Cherryfield,L.L. SALMON,250,7
1557,Washington,2024-05-14,GRAND LAKE STREAM CANAL,Grand Lake Stream Plt,BROOK TROUT,50,9
1558,Washington,2024-05-15,MUSQUASH L (EAST),Topsfield,L.L. SALMON,320,7
1559,Washington,2024-05-15,MUSQUASH L (EAST),Topsfield,BROOK TROUT,800,9
1560,Washington,2024-05-15,PLEASANT L,Kossuth Twp,L.L. SALMON,600,7
1561,Washington,2024-05-15,PLEASANT L,Kossuth Twp,BROOK TROUT,1000,9
1562,Washington,2024-05-16,GRAND L (EAST),Danforth,L.L. SALMON,2100,7
1563,Washington,2024-05-17,GREENLAND P (LITTLE),Danforth,BROOK TROUT,150,10
1564,Washington,2024-05-21,LAMBERT L,Lambert Lake Twp,L.L. SALMON,250,7
1565,Washington,2024-05-21,SPEDNIC L,Forest City Twp,L.L. SALMON,1000,8
1566,Washington,2024-05-21,SPEDNIC L,Vanceboro,L.L. SALMON,600,7
1567,Washington,2024-05-22,GRAND LAKE STREAM,Grand Lake Stream Plt,BROOK TROUT,200,10
1568,Washington,2024-05-22,GRAND LAKE STREAM,Grand Lake Stream Plt,L.L. SALMON,300,12
1569,Washington,2024-05-22,GRAND LAKE STREAM CANAL,Grand Lake Stream Plt,BROOK TROUT,150,10
1570,Washington,2024-05-22,HOSEA PUG L,T26 ED BPP,SPLAKE,150,10
1571,Washington,2024-05-22,SECOND L (OLD STREAM),T37 MD BPP,SPLAKE,350,10
1572,Washington,2024-05-23,GRAND L (WEST),T6 ND BPP,L.L. SALMON,10000,7
1573,Washington,2024-05-23,POCUMCUS L,T6 ND BPP,L.L. SALMON,500,7
1574,Washington,2024-05-28,SPEDNIC L,Forest City Twp,L.L. SALMON,833,8
