,COUNTY,DATE,WATER,TOWN,SPECIES,QTY,SIZE (inch),X_coord,Y_coord
1658,York,2024-04-10,GOFF MILL B,Kennebunkport,BROOK TROUT,300,10,44.6939,-69.3815
1659,York,2024-04-10,JOSIAS R,York,BROOK TROUT,75,10,44.6939,-69.3815
1660,York,2024-04-10,OGUNQUIT R,Wells,BROOK TROUT,300,10,44.6939,-69.3815
1661,York,2024-04-10,WORSTER B,Berwick,BROOK TROUT,200,10,44.6939,-69.3815
1662,York,2024-04-12,WILCOX P,Biddeford,BROOK TROUT,200,10,-70.4571321892,43.4712151306
1663,York,2024-04-16,COOKS B,Dayton,BROOK TROUT,200,10,44.6939,-69.3815
1664,York,2024-04-16,GREAT B,Lebanon,BROOK TROUT,100,10,44.6939,-69.3815
1665,York,2024-04-16,GREAT WORKS R,North Berwick,BROOK TROUT,400,10,44.6939,-69.3815
1666,York,2024-04-16,GREAT WORKS R,Sanford,BROOK TROUT,200,10,44.6939,-69.3815
1667,York,2024-04-16,GREAT WORKS R,South Berwick,BROOK TROUT,100,10,-70.7648528622,43.2567163946
1668,York,2024-04-16,KEAY B,Berwick,BROOK TROUT,200,10,44.6939,-69.3815
1669,York,2024-04-16,KNIGHT P,South Berwick,BROOK TROUT,150,10,-70.7614548069,43.2543771707
1670,York,2024-04-16,LEAVITT B,Limerick,BROOK TROUT,100,10,44.6939,-69.3815
1671,York,2024-04-16,LITTLE R,Berwick,BROOK TROUT,300,10,44.6939,-69.3815
1672,York,2024-04-16,LITTLE R,Lebanon,BROOK TROUT,100,10,44.6939,-69.3815
1673,York,2024-04-16,LITTLEFIELD P,Sanford,BROOK TROUT,350,10,-70.7921941367,43.4838704645
1674,York,2024-04-16,MATHEW'S MILL P,Berwick,BROOK TROUT,200,10,-70.8289972847,43.2876869403
1675,York,2024-04-16,MOUSAM R,Sanford,BROOK TROUT,350,10,44.6939,-69.3815
1676,York,2024-04-16,MOUSAM R,Shapleigh,BROOK TROUT,150,10,44.6939,-69.3815
1677,York,2024-04-16,NEOUTAQUET R,North Berwick,BROOK TROUT,250,10,44.6939,-69.3815
1678,York,2024-04-16,SWAN POND B,Dayton,BROOK TROUT,300,10,-70.9368004942,43.6000742902
1679,York,2024-04-16,THACHER B,Biddeford,BROOK TROUT,100,10,-70.378609191,43.4275118508
1680,York,2024-04-18,KENNEBUNK R,Kennebunk,BROOK TROUT,200,10,-70.6231292055,43.3987437762
1681,York,2024-04-18,KENNEBUNK R,Kennebunk,BROOK TROUT,300,10,-70.6231292055,43.3987437762
1682,York,2024-04-18,MERRILAND R,Wells,BROOK TROUT,300,10,44.6939,-69.3815
1683,York,2024-04-18,UNNAMED B,York,BROOK TROUT,100,10,-70.6559819629,43.1264760228
1684,York,2024-04-18,WARD B,Kennebunk,BROOK TROUT,150,10,-70.6482262375,43.5048886909
1685,York,2024-04-24,OSSIPEE R (LITTLE),Limerick,BROOK TROUT,475,10,-70.6991765857,43.6113335466
1686,York,2024-04-24,OSSIPEE R (LITTLE),Limington,BROOK TROUT,200,10,-70.6881635473,43.6789963979
1687,York,2024-04-24,OSSIPEE R (LITTLE),Newfield,BROOK TROUT,100,10,44.6939,-69.3815
1688,York,2024-04-24,OSSIPEE R (LITTLE),Shapleigh,BROOK TROUT,100,10,-70.8327794581,43.6094498091
1689,York,2024-04-24,PENDEXTER B,Parsonsfield,BROOK TROUT,150,10,-70.8731798028,43.7535383533
1690,York,2024-04-24,SOUTH R,Parsonsfield,BROOK TROUT,150,10,-70.8731798028,43.7535383533
1691,York,2024-04-25,SACO R,Buxton,BROOK TROUT,200,10,44.6939,-69.3815
1692,York,2024-04-30,OSSIPEE R (LITTLE),Limerick,BROWN TROUT,600,9,-70.6991765857,43.6113335466
1693,York,2024-04-30,OSSIPEE R (LITTLE),Newfield,BROWN TROUT,350,9,44.6939,-69.3815
1694,York,2024-04-30,OSSIPEE R (LITTLE),Shapleigh,BROWN TROUT,700,9,-70.8327794581,43.6094498091
1695,York,2024-05-01,COOKS B,Dayton,BROOK TROUT,200,10,44.6939,-69.3815
1696,York,2024-05-01,KENNEBUNK R,Kennebunk,BROOK TROUT,500,10,-70.6231292055,43.3987437762
1697,York,2024-05-01,SWAN POND B,Dayton,BROOK TROUT,400,10,-70.9368004942,43.6000742902
1698,York,2024-05-01,WARD B,Kennebunk,BROOK TROUT,150,10,-70.6482262375,43.5048886909
1699,York,2024-05-01,WILCOX P,Biddeford,BROOK TROUT,100,10,-70.4571321892,43.4712151306
1700,York,2024-05-02,SACO R,Buxton,BROWN TROUT,750,9,44.6939,-69.3815
1701,York,2024-05-02,SACO R,Dayton,BROWN TROUT,500,9,44.6939,-69.3815
1702,York,2024-05-02,SACO R,Dayton,BROOK TROUT,400,10,44.6939,-69.3815
1703,York,2024-05-02,SACO R,Limington,BROWN TROUT,300,9,-70.653380696,43.6917316199
1704,York,2024-05-03,GREAT B,Lebanon,BROOK TROUT,100,10,44.6939,-69.3815
1705,York,2024-05-03,GREAT WORKS R,North Berwick,BROOK TROUT,400,10,44.6939,-69.3815
1706,York,2024-05-03,GREAT WORKS R,Sanford,BROOK TROUT,200,10,44.6939,-69.3815
1707,York,2024-05-03,LITTLE R,Berwick,BROOK TROUT,300,10,44.6939,-69.3815
1708,York,2024-05-03,LITTLE R,Lebanon,BROOK TROUT,150,10,44.6939,-69.3815
1709,York,2024-05-03,MOUSAM R,Sanford,BROOK TROUT,300,10,44.6939,-69.3815
1710,York,2024-05-03,MOUSAM R,Shapleigh,BROOK TROUT,100,10,44.6939,-69.3815
1711,York,2024-05-03,NEOUTAQUET R,North Berwick,BROOK TROUT,300,10,44.6939,-69.3815
1712,York,2024-05-03,WORSTER B,Berwick,BROOK TROUT,200,10,44.6939,-69.3815
1713,York,2024-05-07,CASCADE FALLS B,Saco,BROOK TROUT,200,10,44.6939,-69.3815
1714,York,2024-05-07,GREEN B,Wells,BROOK TROUT,100,10,44.6939,-69.3815
1715,York,2024-05-07,JOSIAS R,York,BROOK TROUT,150,10,44.6939,-69.3815
1716,York,2024-05-07,MERRILAND R,Wells,BROOK TROUT,300,10,44.6939,-69.3815
1717,York,2024-05-07,MILLIKEN MILLS P,Old Orchard Beach,BROOK TROUT,200,10,-70.3946887008,43.5433993925
1718,York,2024-05-07,MOUSAM R,Kennebunk,BROOK TROUT,300,10,-70.5160471575,43.3566319804
1719,York,2024-05-07,NONESUCH R,Saco,BROOK TROUT,100,10,44.6939,-69.3815
1720,York,2024-05-07,OGUNQUIT R,Wells,BROOK TROUT,300,10,44.6939,-69.3815
1721,York,2024-05-07,SMELT B,York,BROOK TROUT,100,10,44.6939,-69.3815
1722,York,2024-05-07,WEST B,Wells,BROOK TROUT,150,10,44.6939,-69.3815
1723,York,2024-05-07,YORK R,Eliot,BROOK TROUT,200,10,-70.767306452,43.1881653656
1724,York,2024-05-08,GREAT WORKS R,South Berwick,BROOK TROUT,100,10,-70.7648528622,43.2567163946
1725,York,2024-05-08,KITTERY CLUB P,Kittery,BROOK TROUT,100,10,-70.7622683368,43.1090767076
1726,York,2024-05-08,LEAVITT B,Limerick,BROOK TROUT,100,10,44.6939,-69.3815
1727,York,2024-05-08,LITTLE R,Berwick,BROOK TROUT,200,10,44.6939,-69.3815
1728,York,2024-05-08,LITTLE R,Lebanon,BROOK TROUT,200,10,44.6939,-69.3815
1729,York,2024-05-08,OSSIPEE R (LITTLE),Limerick,BROOK TROUT,275,10,-70.6991765857,43.6113335466
1730,York,2024-05-08,OSSIPEE R (LITTLE),Newfield,BROOK TROUT,100,10,44.6939,-69.3815
1731,York,2024-05-08,OSSIPEE R (LITTLE),Shapleigh,BROOK TROUT,100,10,-70.8327794581,43.6094498091
1732,York,2024-05-08,SOUTH R,Parsonsfield,BROOK TROUT,150,10,-70.8731798028,43.7535383533
1733,York,2024-05-08,TOWN OFFICE (MEMORIAL) P,Hollis,BROOK TROUT,200,10,-70.600038377,43.6384467384
1734,York,2024-05-09,LITTLE R,Buxton,BROOK TROUT,950,10,44.6939,-69.3815
1735,York,2024-05-09,SACO R,Buxton,BROOK TROUT,500,10,44.6939,-69.3815
1736,York,2024-05-10,BROWN B,Limerick,BROWN TROUT,200,10,-70.7802018158,43.6826512486
1737,York,2024-05-10,DEER P,Hollis,BROWN TROUT,100,10,-70.6598946177,43.6520969527
1738,York,2024-05-10,GREAT WORKS R,North Berwick,BROWN TROUT,800,10,44.6939,-69.3815
1739,York,2024-05-10,GREAT WORKS R,South Berwick,BROWN TROUT,300,10,-70.7648528622,43.2567163946
1740,York,2024-05-10,HORNE (PEQUAWKET) P,Limington,BROWN TROUT,150,10,-70.6848693219,43.7743599727
1741,York,2024-05-13,KENNEBUNK R,Kennebunk,BROWN TROUT,800,9,-70.6231292055,43.3987437762
1742,York,2024-05-13,LITTLE R,Berwick,BROWN TROUT,400,9,44.6939,-69.3815
1743,York,2024-05-13,MERRILAND R,Wells,BROWN TROUT,1150,9,44.6939,-69.3815
1744,York,2024-05-13,MOUSAM R,Kennebunk,BROWN TROUT,500,9,-70.5160471575,43.3566319804
1745,York,2024-05-13,OGUNQUIT R,Wells,BROWN TROUT,600,9,44.6939,-69.3815
1746,York,2024-05-15,LITTLE R,Lebanon,BROWN TROUT,700,9,44.6939,-69.3815
1747,York,2024-05-15,MOUSAM R,Sanford,BROWN TROUT,900,9,44.6939,-69.3815
1748,York,2024-05-15,MOUSAM R,Shapleigh,BROWN TROUT,300,9,44.6939,-69.3815
1749,York,2024-05-20,ELL (L) P,Wells,RAINBOW TROUT,160,11,44.6939,-69.3815
1750,York,2024-05-20,WARREN P,South Berwick,RAINBOW TROUT,200,11,-70.7280582217,43.2277863828
1751,York,2024-05-24,WILCOX P,Biddeford,BROOK TROUT,100,10,-70.4571321892,43.4712151306
1752,York,2024-05-29,WILSON L,Acton,BROWN TROUT,300,9,-70.9378664213,43.5578598322
1753,York,2024-06-07,GREAT WORKS R,North Berwick,BROOK TROUT,150,10,44.6939,-69.3815
1754,York,2024-10-08,MOUSAM R,Kennebunk,BROWN TROUT,1200,12,-70.5160471575,43.3566319804
1755,York,2024-10-11,LONG P,Parsonsfield,BROOK TROUT,250,12,-70.8594443061,43.7586185354
1756,York,2024-10-15,ADAMS P (ROCK HAVEN),Newfield,BROOK TROUT,250,12,-70.9085483304,43.6445491962
1757,York,2024-10-15,MOOSE P,Acton,BROOK TROUT,50,12,-70.9334518121,43.5882417762
1758,York,2024-10-15,MOUSAM L,Shapleigh,BROOK TROUT,375,12,44.6939,-69.3815
1759,York,2024-10-15,OSSIPEE L (LITTLE),Waterboro,BROOK TROUT,400,12,-70.6991765857,43.6113335466
1760,York,2024-10-15,SYMMES P,Newfield,BROOK TROUT,100,12,-70.8783388372,43.6489551321
1761,York,2024-10-15,WILSON L,Acton,BROOK TROUT,250,12,-70.9378664213,43.5578598322
1762,York,2024-10-16,DEER P,Hollis,BROOK TROUT,600,8,-70.6598946177,43.6520969527
1763,York,2024-10-16,DEER P,Hollis,BROOK TROUT,100,12,-70.6598946177,43.6520969527
1764,York,2024-10-16,KENNEBUNK P,Lyman,BROOK TROUT,300,12,-70.6482262375,43.5048886909
1765,York,2024-10-16,KNIGHT P,South Berwick,BROOK TROUT,750,8,-70.7614548069,43.2543771707
1766,York,2024-10-16,KNIGHT P,South Berwick,BROOK TROUT,200,12,-70.7614548069,43.2543771707
1767,York,2024-10-16,MOUSAM L,Shapleigh,BROWN TROUT,1170,12,44.6939,-69.3815
1768,York,2024-10-16,PARKER (BARKER) P,Lyman,BROOK TROUT,750,8,-70.6094805867,43.5343687255
1769,York,2024-10-16,PARKER (BARKER) P,Lyman,BROOK TROUT,100,12,-70.6094805867,43.5343687255
1770,York,2024-10-16,ROUND P,Lyman,BROOK TROUT,300,8,-70.5889734762,43.5155080834
1771,York,2024-10-16,ROUND P,Lyman,BROOK TROUT,50,12,-70.5889734762,43.5155080834
1772,York,2024-10-16,YORK P,Eliot,BROOK TROUT,200,12,-70.767306452,43.1881653656
1773,York,2024-10-17,ALEWIFE P,Kennebunk,BROOK TROUT,50,12,-70.6041655314,43.437961459
1774,York,2024-10-17,HORNE (PEQUAWKET) P,Limington,BROOK TROUT,50,12,-70.6848693219,43.7743599727
1775,York,2024-10-17,LITTLEFIELD P,Sanford,BROOK TROUT,550,8,-70.7921941367,43.4838704645
1776,York,2024-10-17,LITTLEFIELD P,Sanford,BROOK TROUT,75,12,-70.7921941367,43.4838704645
1777,York,2024-10-17,MOUSAM R,Kennebunk,BROOK TROUT,100,12,-70.5160471575,43.3566319804
1778,York,2024-10-17,MOUSAM R,Sanford,BROOK TROUT,150,12,44.6939,-69.3815
1779,York,2024-10-17,MOUSAM R,Shapleigh,BROOK TROUT,50,12,44.6939,-69.3815
1780,York,2024-10-17,SACO R,Buxton,BROOK TROUT,150,12,44.6939,-69.3815
1781,York,2024-10-17,SACO R,Dayton,BROOK TROUT,150,12,44.6939,-69.3815
1782,York,2024-10-21,LONG P,Parsonsfield,BROWN TROUT,300,12,-70.8594443061,43.7586185354
1783,York,2024-10-21,OGUNQUIT R,Wells,BROWN TROUT,400,12,44.6939,-69.3815
1784,York,2024-10-21,SQUARE P,Shapleigh,BROWN TROUT,500,12,-70.8862368208,43.5571307176
1785,York,2024-10-21,STEVENS B,Wells,BROWN TROUT,800,12,44.6939,-69.3815
1786,York,2024-10-22,KENNEBUNK P,Lyman,BROWN TROUT,150,12,-70.6482262375,43.5048886909
1787,York,2024-10-22,KENNEBUNK P,Lyman,RAINBOW TROUT,200,14,-70.6482262375,43.5048886909
1788,York,2024-10-29,MOUSAM L,Shapleigh,L.L. SALMON,200,12,44.6939,-69.3815
1789,York,2024-10-29,OSSIPEE L (LITTLE),Waterboro,L.L. SALMON,200,12,-70.6991765857,43.6113335466
1790,York,2024-10-31,ALEWIFE P,Kennebunk,BROOK TROUT,10,17,-70.6041655314,43.437961459
1791,York,2024-11-01,DEER P,Hollis,BROWN TROUT,50,12,-70.6598946177,43.6520969527
1792,York,2024-11-01,HORNE (PEQUAWKET) P,Limington,BROWN TROUT,75,12,-70.6848693219,43.7743599727
1793,York,2024-11-01,WILSON L,Acton,BROWN TROUT,100,12,-70.9378664213,43.5578598322
1794,York,2024-11-08,KENNEBUNK P,Lyman,BROOK TROUT,15,19,-70.6482262375,43.5048886909
1795,York,2024-11-08,KNIGHT P,South Berwick,BROOK TROUT,15,19,-70.7614548069,43.2543771707
1796,York,2024-11-08,MOUSAM L,Shapleigh,BROOK TROUT,20,19,44.6939,-69.3815
1797,York,2024-11-08,OSSIPEE L (LITTLE),Waterboro,BROOK TROUT,25,19,-70.6991765857,43.6113335466
1798,York,2024-11-08,PARKER (BARKER) P,Lyman,BROOK TROUT,15,19,-70.6094805867,43.5343687255
1799,York,2024-11-08,SYMMES P,Newfield,BROOK TROUT,15,19,-70.8783388372,43.6489551321
1800,York,2024-11-08,WILSON L,Acton,BROOK TROUT,15,19,-70.9378664213,43.5578598322
1801,York,2024-11-20,LONG P,Parsonsfield,BROOK TROUT,15,19,-70.8594443061,43.7586185354
1802,York,2024-11-20,SACO R,Buxton,BROOK TROUT,50,12,44.6939,-69.3815
1803,York,2024-11-28,MOUSAM R,Sanford,BROWN TROUT,13,18,44.6939,-69.3815
1804,York,2024-11-28,OGUNQUIT R,Wells,BROWN TROUT,13,18,44.6939,-69.3815
1805,York,2024-11-28,WILSON L,Acton,BROWN TROUT,17,18,-70.9378664213,43.5578598322
1806,York,2024-12-02,KENNEBUNK P,Lyman,RAINBOW TROUT,25,20,-70.6482262375,43.5048886909
1807,York,2024-12-02,OSSIPEE L (LITTLE),Waterboro,RAINBOW TROUT,50,20,-70.6991765857,43.6113335466
1808,York,2024-12-03,HORNE (PEQUAWKET) P,Limington,BROWN TROUT,50,18,-70.6848693219,43.7743599727
1809,York,2024-12-03,MOUSAM L,Shapleigh,L.L. SALMON,40,20,44.6939,-69.3815
1810,York,2024-12-03,MOUSAM R,Kennebunk,BROWN TROUT,50,18,-70.5160471575,43.3566319804
1811,York,2024-12-03,MOUSAM R,Sanford,BROWN TROUT,20,18,44.6939,-69.3815
1812,York,2024-12-03,MOUSAM R,Shapleigh,BROWN TROUT,20,18,44.6939,-69.3815
1813,York,2024-12-03,OSSIPEE L (LITTLE),Waterboro,L.L. SALMON,20,20,-70.6991765857,43.6113335466
