,COUNTY,DATE,WATER,TOWN,SPECIES,QTY,SIZE (inch),X_coord,Y_coord
0,Androscoggin,2024-01-23,RANGE P (MIDDLE),Poland,BROOK TROUT,100,14,-70.3794845466,44.0266579724
1,Androscoggin,2024-02-15,RANGE P (LOWER),Poland,BROOK TROUT,300,14,-70.3691480065,44.043731033
2,Androscoggin,2024-04-02,WORTHLEY P,Poland,BROOK TROUT,200,10,-70.344776845,44.0187622925
3,Androscoggin,2024-04-11,BARTLETT P,Livermore,BROOK TROUT,440,10,-70.2052077503,44.4011913925
4,Androscoggin,2024-04-11,BRETTUNS P,Livermore,BROOK TROUT,300,10,-70.2502684137,44.3926629255
5,Androscoggin,2024-04-11,ROUND P,Livermore,BROOK TROUT,200,10,-70.2188831683,44.4326436271
6,Androscoggin,2024-04-18,ANDROSCOGGIN R,Lisbon,BROOK TROUT,300,10,-70.0849996378,44.3241783631
7,Androscoggin,2024-04-18,BEAVER PARK P #2,Lisbon,BROOK TROUT,100,10,-70.1304425675,44.0298705242
8,Androscoggin,2024-04-18,BEAVER PARK P #3,Lisbon,BROOK TROUT,100,10,-70.1318739294,44.027780521
9,Androscoggin,2024-04-18,MEADOW B,Durham,BROOK TROUT,100,10,44.6939,-69.3815
10,Androscoggin,2024-04-18,NEWELL B,Durham,BROOK TROUT,150,10,44.6939,-69.3815
11,Androscoggin,2024-04-22,ROYAL R,Auburn,BROOK TROUT,200,10,44.6939,-69.3815
12,Androscoggin,2024-04-24,BASIN B,Auburn,BROOK TROUT,300,10,-70.2863027018,44.1846892967
13,Androscoggin,2024-04-24,STETSON B,Lewiston,BROOK TROUT,150,10,-69.1239385457,44.8383037989
14,Androscoggin,2024-04-25,ANDROSCOGGIN R (LITTLE),Auburn,BROWN TROUT,515,9,44.6939,-69.3815
15,Androscoggin,2024-04-25,ANDROSCOGGIN R (LITTLE),Auburn,RAINBOW TROUT,515,11,44.6939,-69.3815
16,Androscoggin,2024-04-25,ANDROSCOGGIN R (LITTLE),Mechanic Falls,BROWN TROUT,350,9,44.6939,-69.3815
17,Androscoggin,2024-04-25,ANDROSCOGGIN R (LITTLE),Mechanic Falls,RAINBOW TROUT,350,11,44.6939,-69.3815
18,Androscoggin,2024-04-25,ANDROSCOGGIN R (LITTLE),Minot,BROWN TROUT,300,9,-70.0849996378,44.3241783631
19,Androscoggin,2024-04-25,ANDROSCOGGIN R (LITTLE),Minot,RAINBOW TROUT,300,11,-70.0849996378,44.3241783631
20,Androscoggin,2024-04-26,NEZINSCOT R,Turner,BROWN TROUT,200,9,44.6939,-69.3815
21,Androscoggin,2024-04-26,NEZINSCOT R,Turner,BROWN TROUT,1075,9,44.6939,-69.3815
22,Androscoggin,2024-04-30,ROYAL R,Auburn,BROOK TROUT,200,10,44.6939,-69.3815
23,Androscoggin,2024-05-01,BRETTUNS P,Livermore,BROWN TROUT,100,9,-70.2502684137,44.3926629255
24,Androscoggin,2024-05-01,LITTLE R,Lisbon,BROWN TROUT,500,9,44.6939,-69.3815
25,Androscoggin,2024-05-07,ANDROSCOGGIN R,Lisbon,BROOK TROUT,200,10,-70.0849996378,44.3241783631
26,Androscoggin,2024-05-07,LITTLE R,Lisbon,BROOK TROUT,300,10,44.6939,-69.3815
27,Androscoggin,2024-05-07,MEADOW B,Durham,BROOK TROUT,100,10,44.6939,-69.3815
28,Androscoggin,2024-05-07,NEWELL B,Durham,BROOK TROUT,150,10,44.6939,-69.3815
29,Androscoggin,2024-05-07,TRIPP P,Poland,BROWN TROUT,400,9,-70.4333271998,44.0516773719
30,Androscoggin,2024-05-07,WORTHLEY P,Poland,BROWN TROUT,75,9,-70.344776845,44.0187622925
31,Androscoggin,2024-05-08,ANDROSCOGGIN R (LITTLE),Auburn,BROWN TROUT,355,10,44.6939,-69.3815
32,Androscoggin,2024-05-08,NEZINSCOT R,Turner,BROOK TROUT,650,10,44.6939,-69.3815
33,Androscoggin,2024-05-08,PLEASANT P,Turner,BROOK TROUT,100,10,-70.2254754627,44.3189267212
34,Androscoggin,2024-05-14,ANDROSCOGGIN R (LITTLE),Auburn,BROWN TROUT,360,9,44.6939,-69.3815
35,Androscoggin,2024-05-14,ANDROSCOGGIN R (LITTLE),Auburn,RAINBOW TROUT,515,11,44.6939,-69.3815
36,Androscoggin,2024-05-14,ANDROSCOGGIN R (LITTLE),Mechanic Falls,BROWN TROUT,550,9,44.6939,-69.3815
37,Androscoggin,2024-05-14,ANDROSCOGGIN R (LITTLE),Mechanic Falls,RAINBOW TROUT,350,11,44.6939,-69.3815
38,Androscoggin,2024-05-14,ANDROSCOGGIN R (LITTLE),Minot,BROWN TROUT,400,9,-70.0849996378,44.3241783631
39,Androscoggin,2024-05-14,ANDROSCOGGIN R (LITTLE),Minot,RAINBOW TROUT,300,11,-70.0849996378,44.3241783631
40,Androscoggin,2024-05-16,PETTINGILL PARK P,Auburn,BROOK TROUT,200,10,-70.2345428177,44.1069175694
41,Androscoggin,2024-05-17,AUBURN L,Auburn,LAKE TROUT,1150,7,-70.2533107656,44.1447988838
42,Androscoggin,2024-05-31,STETSON B,Lewiston,BROWN TROUT,300,9,-69.1239385457,44.8383037989
43,Androscoggin,2024-06-04,AUBURN L,Auburn,L.L. SALMON,500,8,-70.2533107656,44.1447988838
44,Androscoggin,2024-06-04,THOMPSON L,Poland,L.L. SALMON,750,8,-70.4788844519,44.0189526601
45,Androscoggin,2024-10-02,RANGE P (MIDDLE),Poland,RAINBOW TROUT,650,14,-70.3794845466,44.0266579724
46,Androscoggin,2024-10-02,RANGE P (UPPER),Poland,RAINBOW TROUT,300,14,-70.3988775893,44.00529546
47,Androscoggin,2024-10-03,ANDROSCOGGIN R (LITTLE),Auburn,RAINBOW TROUT,200,14,44.6939,-69.3815
48,Androscoggin,2024-10-03,ANDROSCOGGIN R (LITTLE),Mechanic Falls,RAINBOW TROUT,100,14,44.6939,-69.3815
49,Androscoggin,2024-10-03,ANDROSCOGGIN R (LITTLE),Minot,RAINBOW TROUT,200,14,-70.0849996378,44.3241783631
50,Androscoggin,2024-10-03,LONG P,Livermore,BROWN TROUT,100,12,-70.2070666782,44.43159973
51,Androscoggin,2024-10-03,RANGE P (UPPER),Poland,BROWN TROUT,150,12,-70.3988775893,44.00529546
52,Androscoggin,2024-10-03,ROUND P,Livermore,BROWN TROUT,100,12,-70.2188831683,44.4326436271
53,Androscoggin,2024-10-04,RANGE P (LOWER),Poland,BROWN TROUT,300,12,-70.3691480065,44.043731033
54,Androscoggin,2024-10-04,RANGE P (MIDDLE),Poland,BROWN TROUT,325,12,-70.3794845466,44.0266579724
55,Androscoggin,2024-10-07,BARTLETT P,Livermore,BROOK TROUT,500,8,-70.2052077503,44.4011913925
56,Androscoggin,2024-10-07,BARTLETT P,Livermore,BROOK TROUT,300,12,-70.2052077503,44.4011913925
57,Androscoggin,2024-10-07,BRETTUNS P,Livermore,BROOK TROUT,500,8,-70.2502684137,44.3926629255
58,Androscoggin,2024-10-07,BRETTUNS P,Livermore,BROOK TROUT,500,12,-70.2502684137,44.3926629255
59,Androscoggin,2024-10-07,CRYSTAL (BEALS) P,Turner,BROOK TROUT,250,12,-70.2683339337,44.2825094865
60,Androscoggin,2024-10-07,LONG P,Livermore,BROOK TROUT,500,12,-70.2070666782,44.43159973
61,Androscoggin,2024-10-07,PLEASANT P,Turner,BROOK TROUT,400,12,-70.2254754627,44.3189267212
62,Androscoggin,2024-10-07,RANGE P (LOWER),Poland,BROOK TROUT,200,12,-70.3691480065,44.043731033
63,Androscoggin,2024-10-07,RANGE P (MIDDLE),Poland,BROOK TROUT,350,12,-70.3794845466,44.0266579724
64,Androscoggin,2024-10-07,RANGE P (UPPER),Poland,BROOK TROUT,400,12,-70.3988775893,44.00529546
65,Androscoggin,2024-10-07,ROUND P,Livermore,BROOK TROUT,400,12,-70.2188831683,44.4326436271
66,Androscoggin,2024-10-10,CRYSTAL (BEALS) P,Turner,BROOK TROUT,250,7,-70.2683339337,44.2825094865
67,Androscoggin,2024-10-10,ROUND P,Livermore,BROOK TROUT,400,7,-70.2188831683,44.4326436271
68,Androscoggin,2024-10-17,WORTHLEY P,Poland,BROOK TROUT,750,8,-70.344776845,44.0187622925
69,Androscoggin,2024-10-17,WORTHLEY P,Poland,BROOK TROUT,175,12,-70.344776845,44.0187622925
70,Androscoggin,2024-10-18,BEAVER PARK P #3,Lisbon,BROOK TROUT,200,7,-70.1318739294,44.027780521
71,Androscoggin,2024-10-29,PLEASANT P,Turner,L.L. SALMON,50,12,-70.2254754627,44.3189267212
72,Androscoggin,2024-11-06,TRIPP P,Poland,BROWN TROUT,100,12,-70.4333271998,44.0516773719
73,Androscoggin,2024-11-06,WORTHLEY P,Poland,BROWN TROUT,75,12,-70.344776845,44.0187622925
74,Androscoggin,2024-11-06,WORTHLEY P,Poland,BROOK TROUT,15,17,-70.344776845,44.0187622925
75,Androscoggin,2024-11-15,RANGE P (MIDDLE),Poland,BROOK TROUT,15,19,-70.3794845466,44.0266579724
76,Androscoggin,2024-11-15,RANGE P (UPPER),Poland,BROOK TROUT,10,19,-70.3988775893,44.00529546
77,Androscoggin,2024-11-19,BARTLETT P,Livermore,BROOK TROUT,40,17,-70.2052077503,44.4011913925
78,Androscoggin,2024-11-19,BRETTUNS P,Livermore,BROOK TROUT,25,17,-70.2502684137,44.3926629255
79,Androscoggin,2024-11-19,ROUND P,Livermore,BROOK TROUT,25,17,-70.2188831683,44.4326436271
80,Androscoggin,2024-11-26,TRIPP P,Poland,L.L. SALMON,40,20,-70.4333271998,44.0516773719
81,Androscoggin,2024-11-27,ANDROSCOGGIN R (LITTLE),Minot,RAINBOW TROUT,25,20,-70.0849996378,44.3241783631
82,Androscoggin,2024-11-27,RANGE P (MIDDLE),Poland,RAINBOW TROUT,50,20,-70.3794845466,44.0266579724
83,Androscoggin,2024-11-27,RANGE P (UPPER),Poland,RAINBOW TROUT,50,20,-70.3988775893,44.00529546
84,Androscoggin,2024-12-03,TRIPP P,Poland,BROWN TROUT,50,18,-70.4333271998,44.0516773719
85,Aroostook,2024-04-11,BROWN P,Houlton,BROOK TROUT,100,10,44.6939,-69.3815
86,Aroostook,2024-04-11,MUD P,Linneus,BROOK TROUT,600,10,-68.0060918294,46.0391409731
87,Aroostook,2024-04-11,NICKERSON L,New Limerick,BROOK TROUT,400,10,-67.9257011444,46.0999297045
88,Aroostook,2024-04-11,PLEASANT L,Island Falls,BROOK TROUT,1700,10,-68.183442248,46.0216627695
89,Aroostook,2024-04-11,STEWART P,Hodgdon,BROOK TROUT,250,10,-67.8807271446,46.0485690366
90,Aroostook,2024-04-11,STILES P,Dyer Brook,BROOK TROUT,250,10,-68.190625973,46.0697675194
91,Aroostook,2024-04-23,MONSON P,Fort Fairfield,BROOK TROUT,2000,10,-67.8035712513,46.6958737022
92,Aroostook,2024-04-26,DREWS (MEDUXNEKEAG) L,Linneus,BROWN TROUT,450,9,-68.0304967319,46.095602931
93,Aroostook,2024-04-30,ARNOLD BROOK L,Presque Isle,BROOK TROUT,300,10,-68.0282840497,46.6512445798
94,Aroostook,2024-04-30,CONROY L,Monticello,BROOK TROUT,500,10,-67.8759678815,46.2893284083
95,Aroostook,2024-04-30,LOGAN L,Houlton,BROOK TROUT,250,10,-67.8491357911,46.1852108093
96,Aroostook,2024-04-30,ROCK CRUSHER P,Island Falls,BROOK TROUT,300,10,-68.2908822361,46.0341227221
97,Aroostook,2024-05-01,DEERING L,Weston,BROOK TROUT,750,10,-67.8502556219,45.7646253556
98,Aroostook,2024-05-01,HANNINGTON P,Reed Plt,BROOK TROUT,300,10,-68.0742288275,45.6467038754
99,Aroostook,2024-05-02,GRAND L (EAST),Weston,BROOK TROUT,1500,10,-67.8043959001,45.735403458
100,Aroostook,2024-05-06,ROCKABEMA L,Moro Plt,BROOK TROUT,800,10,-68.3782860276,46.1822616407
101,Aroostook,2024-05-08,MATTAWAMKEAG R,Haynesville,BROOK TROUT,1500,10,44.6939,-69.3815
102,Aroostook,2024-05-08,MATTAWAMKEAG R (EAST BRANCH),Forkstown Twp,BROOK TROUT,1000,10,44.6939,-69.3815
103,Aroostook,2024-05-08,MATTAWAMKEAG R (EAST BRANCH),Oakfield,BROOK TROUT,600,10,44.6939,-69.3815
104,Aroostook,2024-05-13,CORBIN P,Grand Isle,BROOK TROUT,200,10,44.6939,-69.3815
105,Aroostook,2024-05-13,MEDUXNEKEAG R (NORTH BRANCH),Monticello,BROOK TROUT,275,10,44.6939,-69.3815
106,Aroostook,2024-05-13,MEDUXNEKEAG R (NORTH BRANCH),TC R2 WELS,BROOK TROUT,275,10,44.6939,-69.3815
107,Aroostook,2024-05-13,MICHAUD P,Fort Kent,BROOK TROUT,200,10,-68.6301634452,47.2114027712
108,Aroostook,2024-05-13,PORTAGE HILLS COUNTRY CLUB P,Portage Lake,BROOK TROUT,150,10,-68.5072121002,46.7758216054
109,Aroostook,2024-05-15,BEAU L,T19 R11 WELS,LAKE TROUT,800,6,-69.0562667009,47.3393782524
110,Aroostook,2024-05-15,BEAVER TAIL P,T14 R9 WELS,BROOK TROUT,295,11,-68.9504744437,46.9019579438
111,Aroostook,2024-05-15,BLACK P (LITTLE SO),T15 R9 WELS,BROOK TROUT,70,11,-68.8475888248,46.9713856695
112,Aroostook,2024-05-15,GLAZIER L,T18 R10 WELS,LAKE TROUT,1000,6,-69.0072125737,47.2295348991
113,Aroostook,2024-05-15,MOCCASIN P,T14 R8 WELS,BROOK TROUT,90,11,-68.7204691584,46.8628263713
114,Aroostook,2024-05-15,ROUND MOUNTAIN P,T11 R8 WELS,BROOK TROUT,450,10,-68.7886785437,46.6021139929
115,Aroostook,2024-05-15,SLY BROOK L (THIRD),New Canada,L.L. SALMON,150,7,-68.5046142323,47.1141475045
116,Aroostook,2024-05-16,DEERING L,Weston,L.L. SALMON,320,7,-67.8502556219,45.7646253556
117,Aroostook,2024-05-16,GRAND L (EAST),Orient,L.L. SALMON,2100,7,-67.8043959001,45.735403458
118,Aroostook,2024-05-16,GRAND L (EAST),Weston,L.L. SALMON,2100,7,-67.8043959001,45.735403458
119,Aroostook,2024-05-16,SPAULDING L,Oakfield,BROOK TROUT,800,9,-68.1037237,46.10655639
120,Aroostook,2024-05-23,PLEASANT L,Island Falls,L.L. SALMON,650,7,-68.183442248,46.0216627695
121,Aroostook,2024-05-24,GRAND L (EAST),Orient,BROOK TROUT,1500,9,-67.8043959001,45.735403458
122,Aroostook,2024-05-28,LONG L,T17 R4 WELS,L.L. SALMON,3800,8,-69.3775629273,46.6523813893
123,Aroostook,2024-05-29,MANTLE L,Presque Isle,BROOK TROUT,500,11,-68.0012198294,46.6712505033
124,Aroostook,2024-05-29,MATTAWAMKEAG R,Haynesville,BROOK TROUT,600,10,44.6939,-69.3815
125,Aroostook,2024-05-29,MATTAWAMKEAG R (EAST BRANCH),Forkstown Twp,BROOK TROUT,600,10,44.6939,-69.3815
126,Aroostook,2024-05-30,CHURCH ON THE HILL P,Houlton,BROOK TROUT,150,10,44.6939,-69.3815
127,Aroostook,2024-06-04,MCNALLY P (UPPER),T11 R10 WELS,BROOK TROUT,1000,11,-69.0096319386,46.6286201717
128,Aroostook,2024-06-11,MATTAWAMKEAG R,Haynesville,BROOK TROUT,660,10,44.6939,-69.3815
129,Aroostook,2024-06-13,TOGUE P,T15 R9 WELS,L.L. SALMON,250,7,-68.8930688866,46.934147119
130,Aroostook,2024-07-03,LIMESTONE STREAM,Limestone,BROOK TROUT,200,11,-67.8249039107,46.9144627251
131,Aroostook,2024-09-19,DUREPO L,Limestone,BROOK TROUT,2000,8,-67.8481185393,46.9462890617
132,Aroostook,2024-09-19,TIMONEY L,Oakfield,BROOK TROUT,3000,8,-68.081292643,46.1203035823
133,Aroostook,2024-09-19,TRAFTON L,Limestone,BROOK TROUT,2500,8,-67.8384186699,46.8853078887
134,Aroostook,2024-09-23,BLACK P,Saint John Plt,BROOK TROUT,400,8,-68.7260221619,47.1684753898
135,Aroostook,2024-09-23,DICKWOOD L,Eagle Lake,BROOK TROUT,2000,8,-68.6749168393,47.0852891835
136,Aroostook,2024-09-23,FOX P,T17 R12 WELS,BROOK TROUT,200,8,-69.2862249985,47.1648795565
137,Aroostook,2024-09-23,HALE P,Moro Plt,BROOK TROUT,700,8,-68.3996367511,46.1373772248
138,Aroostook,2024-09-23,RIDEOUT P,T19 R12 WELS,BROOK TROUT,50,8,-69.2918423413,47.2960630833
139,Aroostook,2024-09-23,UGH L,T12 R14 WELS,BROOK TROUT,1000,8,-69.5559211845,46.7393428461
140,Aroostook,2024-09-24,CARRY L,Littleton,BROOK TROUT,1500,8,-67.8658295977,46.2200094837
141,Aroostook,2024-09-24,HANSON BROOK L,Mapleton,BROOK TROUT,2500,8,-68.0607011979,46.7062563814
142,Aroostook,2024-09-25,ECHO L,Presque Isle,BROOK TROUT,6000,8,-68.006927148,46.6189085314
143,Aroostook,2024-09-26,FAULKNER L,Weston,BROOK TROUT,200,13,-67.8897618531,45.7711873366
144,Aroostook,2024-09-26,FISH RIVER,Fort Kent,L.L. SALMON,650,12,44.6939,-69.3815
145,Aroostook,2024-09-26,FISH RIVER,Fort Kent,BROOK TROUT,1000,13,44.6939,-69.3815
146,Aroostook,2024-09-26,SCOPAN STREAM,Masardis,L.L. SALMON,350,12,44.6939,-69.3815
147,Aroostook,2024-09-30,DEEP L #1,Littleton,BROOK TROUT,600,8,-67.8649728676,46.2118034168
148,Aroostook,2024-09-30,HODGDON DEADWATER,Hodgdon,BROWN TROUT,250,12,-67.8705911281,46.0434541344
149,Aroostook,2024-09-30,ISLAND P,T14 R8 WELS,BROOK TROUT,500,7,-68.7326210457,46.8889940441
150,Aroostook,2024-09-30,NICKERSON L,New Limerick,BROWN TROUT,200,12,-67.9257011444,46.0999297045
151,Aroostook,2024-09-30,NUMBER NINE L,T9 R3 WELS,BROOK TROUT,500,7,-68.0474902781,46.4164303114
152,Aroostook,2024-09-30,SPAULDING L,Oakfield,BROOK TROUT,400,13,-68.1037237,46.10655639
153,Aroostook,2024-09-30,STILES P,Dyer Brook,BROOK TROUT,150,8,-68.190625973,46.0697675194
154,Aroostook,2024-10-02,MATTAWAMKEAG L,T4 R3 WELS,L.L. SALMON,600,12,-68.5800390229,46.3657169204
155,Aroostook,2024-10-07,NICKERSON L,New Limerick,BROOK TROUT,800,13,-67.9257011444,46.0999297045
156,Aroostook,2024-10-07,ROCK CRUSHER P,Island Falls,BROOK TROUT,200,13,-68.2908822361,46.0341227221
157,Aroostook,2024-10-08,DAIGLE P,New Canada,BROOK TROUT,500,8,-68.4683365386,47.1898377757
158,Aroostook,2024-10-08,DUREPO L,Limestone,BROOK TROUT,500,13,-67.8481185393,46.9462890617
159,Aroostook,2024-10-08,MOLUNKUS L,Molunkus Twp,L.L. SALMON,300,12,-68.3113876982,45.6678976597
160,Aroostook,2024-10-08,MOLUNKUS L,Molunkus Twp,BROOK TROUT,800,13,-68.3113876982,45.6678976597
161,Aroostook,2024-10-09,GRAND L (EAST),Orient,BROOK TROUT,600,13,-67.8043959001,45.735403458
162,Aroostook,2024-10-09,GRAND L (EAST),Weston,BROOK TROUT,600,13,-67.8043959001,45.735403458
163,Aroostook,2024-10-16,ROWE L,T11 R8 WELS,BROOK TROUT,250,13,-68.810551709,46.623980146
164,Aroostook,2024-10-16,UMCOLCUS L,T7 R5 WELS,BROOK TROUT,500,13,-68.435893097,46.2881421719
165,Aroostook,2024-10-23,SCOPAN L,Squapan Twp,SPLAKE,550,13,-68.2278220404,46.5352065968
166,Aroostook,2024-10-23,SCOPAN L,T11 R4 WELS,SPLAKE,550,13,-68.810551709,46.623980146
167,Aroostook,2024-10-25,CONROY L,Monticello,SPLAKE,200,13,-67.8759678815,46.2893284083
168,Aroostook,2024-10-25,DREWS (MEDUXNEKEAG) L,Linneus,SPLAKE,500,13,-68.0304967319,46.095602931
169,Aroostook,2024-10-30,ARNOLD BROOK L,Presque Isle,BROOK TROUT,1000,13,-68.0282840497,46.6512445798
170,Aroostook,2024-11-07,CONROY L,Monticello,BROOK TROUT,50,18,-67.8759678815,46.2893284083
171,Aroostook,2024-11-07,MUD P,Linneus,BROOK TROUT,50,18,-68.0060918294,46.0391409731
172,Aroostook,2024-11-07,SPAULDING L,Oakfield,BROOK TROUT,50,18,-68.1037237,46.10655639
173,Aroostook,2024-11-08,CROSS L,T16 R5 WELS,L.L. SALMON,140,17,-69.0515626581,47.2716414208
174,Aroostook,2024-11-08,MADAWASKA L,T16 R4 WELS,BROOK TROUT,200,14,-68.2913138095,47.153729898
175,Aroostook,2024-11-08,MADAWASKA L,T16 R4 WELS,L.L. SALMON,140,17,-68.2913138095,47.153729898
176,Aroostook,2024-11-12,MADAWASKA L,T16 R4 WELS,BROOK TROUT,1300,14,-68.2913138095,47.153729898
177,Cumberland,2024-04-02,ADAMS P,Bridgton,BROOK TROUT,400,10,-70.7116704243,43.9950088572
178,Cumberland,2024-04-03,LILY P,New Gloucester,RAINBOW TROUT,300,10,-70.3167292785,43.9827134057
179,Cumberland,2024-04-10,CHAFFIN P,Windham,BROOK TROUT,200,10,-70.4433516075,43.8484878406
180,Cumberland,2024-04-10,SABBATHDAY L,New Gloucester,BROOK TROUT,500,10,-70.3542643237,43.9780003425
181,Cumberland,2024-04-10,TRICKEY P,Naples,SPLAKE,800,10,-70.6076290921,43.9403673838
182,Cumberland,2024-04-11,BRANDY B,New Gloucester,BROOK TROUT,100,10,44.6939,-69.3815
183,Cumberland,2024-04-11,COLLYER B,Gray,BROOK TROUT,300,10,44.6939,-69.3815
184,Cumberland,2024-04-15,PINELAND P,New Gloucester,BROOK TROUT,200,10,-70.2532093125,43.9022477538
185,Cumberland,2024-04-15,STEVENS B,New Gloucester,BROOK TROUT,100,10,-70.3408572376,43.9604528992
186,Cumberland,2024-04-17,BEAVER P,Westbrook,BROOK TROUT,200,10,-70.3641689388,43.6735137498
187,Cumberland,2024-04-17,CHANDLER B,North Yarmouth,BROOK TROUT,100,10,44.6939,-69.3815
188,Cumberland,2024-04-17,CHANDLER B,Pownal,BROOK TROUT,400,10,-69.061517395,46.306629852
189,Cumberland,2024-04-17,CHANDLER B (EAST BRANCH),Pownal,BROOK TROUT,500,10,-69.463157205,44.418729101
190,Cumberland,2024-04-17,MILL B,Westbrook,BROOK TROUT,150,10,-70.3539806048,43.6766726183
191,Cumberland,2024-04-17,PISCATAQUA R,Cumberland,BROOK TROUT,150,10,44.6939,-69.3815
192,Cumberland,2024-04-17,PISCATAQUA R,Falmouth,BROOK TROUT,150,10,-70.2661405696,43.7025380402
193,Cumberland,2024-04-17,SONGO R,Casco,BROOK TROUT,300,10,44.6939,-69.3815
194,Cumberland,2024-04-18,STEVENS B,Bridgton,BROOK TROUT,400,9,-70.686362784,43.966052611
195,Cumberland,2024-04-21,LITTLE R (NORTH BRANCH),Gorham,BROOK TROUT,100,10,44.6939,-69.3815
196,Cumberland,2024-04-22,LITTLE R,Gorham,BROOK TROUT,550,10,44.6939,-69.3815
197,Cumberland,2024-04-22,PLEASANT R,Windham,BROOK TROUT,500,10,44.6939,-69.3815
198,Cumberland,2024-04-22,PRESUMPSCOT R,Windham,BROOK TROUT,600,10,44.6939,-69.3815
199,Cumberland,2024-04-22,ROYAL R,New Gloucester,BROOK TROUT,200,10,-70.3167292785,43.9827134057
200,Cumberland,2024-04-22,ROYAL R,Yarmouth,BROOK TROUT,200,10,44.6939,-69.3815
201,Cumberland,2024-04-23,OTTER P #2,Standish,BROOK TROUT,200,10,-70.5118583489,43.7631873001
202,Cumberland,2024-04-23,OTTER P #4,Standish,BROOK TROUT,100,10,-70.5118583489,43.7631873001
203,Cumberland,2024-04-24,ISLAND P,Harrison,BROOK TROUT,300,9,-70.6427176294,44.1605087146
204,Cumberland,2024-04-24,JORDAN R,Raymond,BROOK TROUT,300,9,44.6939,-69.3815
205,Cumberland,2024-04-25,MUDDY R,Naples,BROOK TROUT,150,9,44.6939,-69.3815
206,Cumberland,2024-04-25,NORTHWEST R,Sebago,BROOK TROUT,100,9,44.6939,-69.3815
207,Cumberland,2024-04-25,SACO R,Standish,BROOK TROUT,200,10,-70.5914559861,43.7893771645
208,Cumberland,2024-04-25,TRICKEY P,Naples,BROOK TROUT,800,9,-70.6076290921,43.9403673838
209,Cumberland,2024-04-30,COLLYER B,Gray,BROOK TROUT,900,10,44.6939,-69.3815
210,Cumberland,2024-04-30,ROYAL R,New Gloucester,BROOK TROUT,300,10,-70.3167292785,43.9827134057
211,Cumberland,2024-04-30,ROYAL R,Yarmouth,BROOK TROUT,200,10,44.6939,-69.3815
212,Cumberland,2024-05-01,CHANDLER B,North Yarmouth,BROWN TROUT,150,9,44.6939,-69.3815
213,Cumberland,2024-05-01,CHANDLER B,Pownal,BROWN TROUT,300,9,-69.061517395,46.306629852
214,Cumberland,2024-05-01,PLEASANT R,Windham,BROWN TROUT,1450,9,44.6939,-69.3815
215,Cumberland,2024-05-02,HIGHLAND L,Bridgton,BROWN TROUT,600,9,-70.7383533774,44.0798644579
216,Cumberland,2024-05-02,PRESUMPSCOT R,Windham,BROOK TROUT,400,10,44.6939,-69.3815
217,Cumberland,2024-05-02,SACO R,Baldwin,BROWN TROUT,300,9,-70.7379313157,43.810816922
218,Cumberland,2024-05-02,SACO R,Standish,BROWN TROUT,300,9,-70.5914559861,43.7893771645
219,Cumberland,2024-05-02,STEVENS B,Bridgton,BROWN TROUT,150,9,-70.686362784,43.966052611
220,Cumberland,2024-05-02,STEVENS B,Bridgton,BROWN TROUT,900,9,-70.686362784,43.966052611
221,Cumberland,2024-05-02,STEVENS B,New Gloucester,BROOK TROUT,200,10,-70.3408572376,43.9604528992
222,Cumberland,2024-05-02,WILLETT B,Bridgton,BROWN TROUT,400,9,-70.7383533774,44.0798644579
223,Cumberland,2024-05-02,WOOD P,Bridgton,BROWN TROUT,650,9,-70.735981787,44.0334071329
224,Cumberland,2024-05-05,COLLYER B,Gray,BROWN TROUT,800,9,44.6939,-69.3815
225,Cumberland,2024-05-06,MILL B,Westbrook,BROOK TROUT,150,10,-70.3539806048,43.6766726183
226,Cumberland,2024-05-06,PLEASANT R,Windham,BROOK TROUT,500,10,44.6939,-69.3815
227,Cumberland,2024-05-06,SONGO R,Casco,BROOK TROUT,300,10,44.6939,-69.3815
228,Cumberland,2024-05-07,ALDEN'S P,Gorham,BROOK TROUT,100,10,-70.4535686169,43.6825370783
229,Cumberland,2024-05-07,LITTLE R,Gorham,BROOK TROUT,550,10,44.6939,-69.3815
230,Cumberland,2024-05-07,LITTLE R (NORTH BRANCH),Gorham,BROOK TROUT,100,10,44.6939,-69.3815
231,Cumberland,2024-05-09,SACO R,Standish,BROOK TROUT,200,10,-70.5914559861,43.7893771645
232,Cumberland,2024-05-13,LITTLE R,Gorham,BROWN TROUT,200,9,44.6939,-69.3815
233,Cumberland,2024-05-13,PRESUMPSCOT R,Windham,BROWN TROUT,900,9,44.6939,-69.3815
234,Cumberland,2024-05-13,STEVENS B,Bridgton,BROOK TROUT,400,9,-70.686362784,43.966052611
235,Cumberland,2024-05-14,LITTLE R,Gorham,BROWN TROUT,800,9,44.6939,-69.3815
236,Cumberland,2024-05-14,LITTLE R (NORTH BRANCH),Gorham,BROWN TROUT,300,9,44.6939,-69.3815
237,Cumberland,2024-05-14,MILL B,Westbrook,BROWN TROUT,250,9,-70.3539806048,43.6766726183
238,Cumberland,2024-05-14,NONESUCH R,Scarborough,BROWN TROUT,450,9,-70.3184333559,43.5592692382
239,Cumberland,2024-05-14,PISCATAQUA R,Cumberland,BROWN TROUT,250,9,44.6939,-69.3815
240,Cumberland,2024-05-14,PISCATAQUA R,Falmouth,BROWN TROUT,900,9,-70.2661405696,43.7025380402
