Date,Water,City,Species,Qty,Size (inch)
5/30/2024,WASSOOKEAG L,DEXTER,L.L. SALMON,500,8
10/30/2024,WASSOOKEAG L,DEXTER,BROOK TROUT,750,8
11/22/2024,WILEY P,PATTEN,BROOK TROUT,40,18
11/22/2024,WILEY P,PATTEN,BROOK TROUT,165,14
9/20/2024,ABOL P,T2 R9 WELS,BROOK TROUT,750,8
5/2/2024,ALDER STREAM,ATKINSON,BROOK TROUT,250,10
9/25/2024,BEAN P,T2 R12 WELS,BROOK TROUT,150,7
9/25/2024,BEAN P (LOWER),RAINBOW TWP,BROOK TROUT,600,7
9/25/2024,BEAN P (UPPER),RAINBOW TWP,BROOK TROUT,250,7
5/2/2024,BEAR B,SEBEC,BROOK TROUT,250,10
5/13/2024,BEAR P,BOWERBANK,SPLAKE,300,9
5/15/2024,BEAVER P (BIG),T7 R9 WELS,BROOK TROUT,450,10
9/24/2024,BELL P,MONSON,BROOK TROUT,350,7
4/17/2024,BENNETT P,PARKMAN,BROOK TROUT,350,10
5/2/2024,BENNETT P (BIG),GUILFORD,BROOK TROUT,600,10
5/28/2024,BENNETT P (BIG),GUILFORD,SPLAKE,150,9
9/23/2024,BILLFISH P,TROUT BROOK TWP,BROOK TROUT,300,8
4/25/2024,BLACK STREAM,SANGERVILLE,BROOK TROUT,250,10
5/14/2024,BLACK STREAM,SANGERVILLE,BROOK TROUT,250,10
10/4/2024,BRANNS MILL P,DOVER-FOXCROFT,BROOK TROUT,1200,13
11/6/2024,BRANNS MILL P,DOVER-FOXCROFT,BROOK TROUT,75,18
5/13/2024,BUNKER P (BIG),SHIRLEY,BROOK TROUT,200,10
5/15/2024,CARIBOU P (BIG),T7 R10 WELS,BROOK TROUT,180,11
5/15/2024,CARIBOU P (LITTLE),T7 R10 WELS,BROOK TROUT,90,11
10/15/2024,CARRY P,T3 R11 WELS,BROOK TROUT,500,8
9/25/2024,CELIA P,T3 R10 WELS,BROOK TROUT,250,8
4/17/2024,CENTER P,SANGERVILLE,BROOK TROUT,1000,10
4/29/2024,CENTER P,SANGERVILLE,BROWN TROUT,1200,9
10/1/2024,CENTER P,SANGERVILLE,BROOK TROUT,1000,13
9/25/2024,CHESUNCOOK P,T3 R11 WELS,SPLAKE,700,7
9/25/2024,CLIFFORD P,RAINBOW TWP,BROOK TROUT,250,7
9/25/2024,CRESCENT P,RAINBOW TWP,BROOK TROUT,225,7
9/23/2024,CURRIER P (FIRST),T9 R11 WELS,BROOK TROUT,100,8
5/15/2024,DAVIS P (FIRST),GUILFORD,L.L. SALMON,200,7
5/15/2024,DAVIS P (FIRST),GUILFORD,SPLAKE,250,9
10/3/2024,DAVIS P (FIRST),GUILFORD,BROOK TROUT,700,13
9/25/2024,DEBSCONEAG L (5TH),RAINBOW TWP,BROOK TROUT,1600,7
9/25/2024,DEBSCONEAG L (6TH),T1 R11 WELS,BROOK TROUT,600,7
5/20/2024,DEER P,T3 R13 WELS,SPLAKE,500,10
4/26/2024,DOE P,MONSON,BROOK TROUT,550,10
5/31/2024,DOE P,MONSON,BROOK TROUT,500,10
9/24/2024,DOE P,MONSON,BROOK TROUT,200,12
9/25/2024,DRAPER P,T3 R10 WELS,BROOK TROUT,350,8
4/26/2024,DRUMMOND P,ABBOT,BROOK TROUT,250,10
5/10/2024,DRUMMOND P,ABBOT,BROOK TROUT,250,10
5/28/2024,DRUMMOND P,ABBOT,BROOK TROUT,250,10
10/3/2024,DRUMMOND P,ABBOT,BROOK TROUT,250,13
11/19/2024,DRUMMOND P,ABBOT,BROOK TROUT,25,18
4/25/2024,DUNHAM B,DOVER-FOXCROFT,BROOK TROUT,400,10
5/21/2024,DUNHAM B,DOVER-FOXCROFT,BROOK TROUT,400,10
6/10/2024,DUNHAM B,DOVER-FOXCROFT,BROOK TROUT,400,10
10/3/2024,DUNHAM B,DOVER-FOXCROFT,BROOK TROUT,200,13
5/15/2024,ELBOW P (UPPER),T10 R11 WELS,BROOK TROUT,360,11
5/7/2024,FITZGERALD (MTN VIEW) P,BIG MOOSE TWP,BROOK TROUT,2700,10
5/23/2024,FITZGERALD (MTN VIEW) P,BIG MOOSE TWP,BROOK TROUT,2700,10
9/26/2024,FITZGERALD (MTN VIEW) P,BIG MOOSE TWP,BROOK TROUT,1400,12
10/30/2024,FITZGERALD (MTN VIEW) P,BIG MOOSE TWP,BROOK TROUT,50,18
9/25/2024,FOWLER P,T3 R11 WELS,BROOK TROUT,400,8
9/23/2024,FROST P,TROUT BROOK TWP,BROOK TROUT,250,8
4/11/2024,GARLAND P,DOVER-FOXCROFT,BROOK TROUT,300,10
5/23/2024,GARLAND P,DOVER-FOXCROFT,BROOK TROUT,300,10
9/24/2024,GARLAND P,DOVER-FOXCROFT,SPLAKE,100,7
4/29/2024,GRAVEL PIT P,MOOSEHEAD JUNCTION,BROOK TROUT,250,10
5/15/2024,GRAVEL PIT P,MOOSEHEAD JUNCTION,BROOK TROUT,250,10
5/23/2024,GRAVEL PIT P,MOOSEHEAD JUNCTION,BROOK TROUT,250,10
9/24/2024,GRAVEL PIT P,MOOSEHEAD JUNCTION,BROOK TROUT,250,12
9/24/2024,GREENWOOD P (LITTLE),ELLIOTTSVILLE TWP,SPLAKE,150,7
9/24/2024,GRINDSTONE P,WILLIMANTIC,BROOK TROUT,775,7
9/24/2024,GRINDSTONE P,WILLIMANTIC,SPLAKE,200,7
9/25/2024,HALE P,T2 R10 WELS,BROOK TROUT,400,8
10/3/2024,HARLOW P,PARKMAN,BROOK TROUT,450,13
11/6/2024,HARLOW P,PARKMAN,BROOK TROUT,25,18
5/9/2024,HAYMOCK L,T7 R11 WELS,LAKE TROUT,1000,7
4/11/2024,HEBRON L,MONSON,BROOK TROUT,875,10
4/17/2024,HEBRON L,MONSON,BROOK TROUT,450,10
5/14/2024,HEBRON L,MONSON,BROOK TROUT,850,10
11/1/2024,HEBRON L,MONSON,BROOK TROUT,4600,7
11/4/2024,HEBRON L,MONSON,BROOK TROUT,4000,8
9/25/2024,HOLBROOK P,RAINBOW TWP,SPLAKE,500,7
9/24/2024,HORSESHOE P,WILLIMANTIC,BROOK TROUT,1300,7
9/24/2024,HOUSTON P,T7 R9 NWP,BROOK TROUT,1400,7
5/8/2024,INDIAN P,BIG MOOSE TWP,L.L. SALMON,1000,7
5/15/2024,ISLAND (CHASE) P,T10 R10 WELS,BROOK TROUT,750,10
5/2/2024,JO-MARY L (UPPER),TA R10 WELS,BROOK TROUT,1500,10
5/2/2024,JO-MARY L (UPPER),TA R10 WELS,L.L. SALMON,600,7
9/27/2024,JO-MARY P,TB R10 WELS,BROOK TROUT,300,8
5/10/2024,KINGSBURY P,KINGSBURY PLT,L.L. SALMON,1000,7
9/25/2024,LAZY TOM P,T1 R13 WELS,BROOK TROUT,350,7
9/25/2024,LEAVITT P,T1 R11 WELS,BROOK TROUT,500,7
9/24/2024,LILY P,MONSON,BROOK TROUT,100,7
9/25/2024,LONG BOG,SHAWTOWN TWP,BROOK TROUT,300,8
9/25/2024,LONG P,TA R11 WELS,SPLAKE,100,7
10/23/2024,MANHANOCK P,SANGERVILLE,BROOK TROUT,1050,12
11/6/2024,MANHANOCK P,SANGERVILLE,BROOK TROUT,75,18
9/23/2024,MATTHEWS P,T8 R10 WELS,BROOK TROUT,200,8
9/25/2024,MCKENNA P,T3 R11 WELS,BROOK TROUT,800,8
9/24/2024,MCLELLAN P,ELLIOTTSVILLE TWP,BROOK TROUT,300,7
5/2/2024,MILL B,BOWERBANK,BROOK TROUT,250,10
4/11/2024,MILO FARM (HARRIS) P,MILO,BROOK TROUT,100,10
5/14/2024,MILO FARM (HARRIS) P,MILO,BROOK TROUT,100,10
10/3/2024,MILO FARM (HARRIS) P,MILO,BROOK TROUT,75,13
10/24/2024,MILO FARM (HARRIS) P,MILO,BROOK TROUT,80,13
11/19/2024,MILO FARM (HARRIS) P,MILO,BROOK TROUT,10,18
10/1/2024,MITCHELL P,T7 R9 WELS,BROOK TROUT,300,8
10/1/2024,MITCHELL P,T7 R9 WELS,BROOK TROUT,100,13
5/9/2024,MOOSEHEAD L,GREENVILLE,L.L. SALMON,2000,7
5/13/2024,MOOSEHEAD L,LILY BAY TWP,L.L. SALMON,1500,7
9/23/2024,MOUNTAIN P,T10 R10 WELS,BROOK TROUT,275,8
9/25/2024,MURPHY P (BIG),RAINBOW TWP,BROOK TROUT,525,7
10/30/2024,NORTON P,BROWNVILLE,BROOK TROUT,150,13
5/7/2024,PEMADUMCOOK CHAIN L,T1 R9 WELS,LAKE TROUT,4500,6
9/24/2024,PEMADUMCOOK CHAIN L,T1 R9 WELS,BROOK TROUT,900,13
10/24/2024,PEMADUMCOOK CHAIN L,T1 R9 WELS,BROOK TROUT,150,13
10/17/2024,PILLSBURY P (LITTLE),T8 R11 WELS,BROOK TROUT,1500,8
9/25/2024,PINE P (BIG),T3 R13 WELS,BROOK TROUT,1600,8
5/13/2024,PIPER P,ABBOT,BROOK TROUT,500,10
5/13/2024,PIPER P,ABBOT,L.L. SALMON,100,7
5/13/2024,PIPER P,ABBOT,SPLAKE,300,9
4/23/2024,PISCATAQUIS R,GUILFORD,BROOK TROUT,750,10
4/23/2024,PISCATAQUIS R,DOVER-FOXCROFT,BROOK TROUT,750,10
4/25/2024,PISCATAQUIS R,BLANCHARD TWP,BROOK TROUT,400,10
4/25/2024,PISCATAQUIS R,MONSON,BROOK TROUT,400,10
4/25/2024,PISCATAQUIS R,GUILFORD,BROOK TROUT,3000,10
4/25/2024,PISCATAQUIS R,DOVER-FOXCROFT,BROOK TROUT,1500,10
5/8/2024,PISCATAQUIS R,DOVER-FOXCROFT,BROOK TROUT,250,10
5/14/2024,PISCATAQUIS R,MONSON,BROOK TROUT,400,10
5/14/2024,PISCATAQUIS R,GUILFORD,BROOK TROUT,2250,10
5/14/2024,PISCATAQUIS R,DOVER-FOXCROFT,BROOK TROUT,750,10
5/14/2024,PISCATAQUIS R,BLANCHARD TWP,BROOK TROUT,400,10
5/15/2024,PISCATAQUIS R,DOVER-FOXCROFT,BROOK TROUT,750,10
5/15/2024,PISCATAQUIS R,GUILFORD,BROOK TROUT,750,10
5/23/2024,PISCATAQUIS R,GUILFORD,BROOK TROUT,750,10
5/23/2024,PISCATAQUIS R,DOVER-FOXCROFT,BROOK TROUT,500,10
10/9/2024,PISCATAQUIS R,GUILFORD,BROOK TROUT,1000,13
10/10/2024,PISCATAQUIS R,DOVER-FOXCROFT,BROOK TROUT,750,13
4/25/2024,PLEASANT R,BROWNVILLE,BROOK TROUT,1000,10
5/8/2024,POWER TROUT P,MOOSEHEAD JUNCTION,BROOK TROUT,250,10
5/31/2024,POWER TROUT P,MOOSEHEAD JUNCTION,BROOK TROUT,250,10
4/30/2024,PRONG P,BEAVER COVE,BROOK TROUT,2100,10
5/23/2024,PRONG P,BEAVER COVE,BROOK TROUT,2100,10
9/25/2024,PRONG P,BEAVER COVE,BROOK TROUT,1100,12
11/19/2024,PRONG P,BEAVER COVE,BROOK TROUT,50,18
9/24/2024,RABBIT P,ELLIOTTSVILLE TWP,BROOK TROUT,100,7
5/20/2024,RAGGED L,T2 R13 WELS,SPLAKE,2000,10
5/7/2024,ROACH P (FIRST),FRENCHTOWN TWP,BROOK TROUT,3300,10
5/15/2024,ROACH P (FIRST),FRENCHTOWN TWP,L.L. SALMON,1800,7
5/20/2024,ROACH P (FOURTH),SHAWTOWN TWP,SPLAKE,400,10
9/20/2024,ROCKY P,T2 R9 WELS,BROOK TROUT,200,8
9/25/2024,ROCKY P,T3 R11 WELS,BROOK TROUT,75,8
9/20/2024,ROUND P,T2 R9 WELS,BROOK TROUT,250,8
10/15/2024,SALMON P,T4 R13 WELS,BROOK TROUT,900,8
5/3/2024,SAWYER P,GREENVILLE,BROOK TROUT,700,10
6/3/2024,SAWYER P,GREENVILLE,BROOK TROUT,650,10
10/4/2024,SAWYER P,GREENVILLE,BROOK TROUT,350,13
4/9/2024,SCHOODIC L,LAKE VIEW PLT,BROOK TROUT,2000,10
4/25/2024,SCHOODIC L,LAKE VIEW PLT,L.L. SALMON,600,7
9/25/2024,SCHOODIC L,LAKE VIEW PLT,BROOK TROUT,900,13
10/24/2024,SCHOODIC L,LAKE VIEW PLT,BROOK TROUT,200,13
6/4/2024,SCHOODIC STREAM,MEDFORD,BROOK TROUT,4600,2
4/23/2024,SEBEC L,DOVER-FOXCROFT,LAKE TROUT,2000,6
5/8/2024,SEBEC R,SEBEC,BROOK TROUT,500,10
5/8/2024,SEBEC R,MILO,BROOK TROUT,400,10
5/23/2024,SEBEC R,MILO,BROOK TROUT,850,10
5/23/2024,SEBEC R,SEBEC,BROOK TROUT,500,10
10/10/2024,SEBEC R,SEBEC,BROOK TROUT,250,13
5/7/2024,SEBOEIS L,T4 R9 NWP,L.L. SALMON,200,7
5/7/2024,SEBOEIS L,T4 R9 NWP,SPLAKE,700,10
10/2/2024,SEBOEIS L,LAKE VIEW PLT,L.L. SALMON,800,12
10/30/2024,SEBOEIS L,LAKE VIEW PLT,SPLAKE,500,13
11/1/2024,SEBOEIS L,LAKE VIEW PLT,L.L. SALMON,55,18
4/29/2024,SHADOW P,MOOSEHEAD JUNCTION,BROOK TROUT,175,10
5/15/2024,SHADOW P,MOOSEHEAD JUNCTION,BROOK TROUT,175,10
9/24/2024,SHADOW P,MOOSEHEAD JUNCTION,SPLAKE,200,7
4/17/2024,SHIRLEY P,SHIRLEY,BROOK TROUT,600,10
10/16/2024,SHIRLEY P,SHIRLEY,BROOK TROUT,300,13
9/24/2024,SMITH P,ELLIOTTSVILLE TWP,BROOK TROUT,100,7
4/11/2024,SNOWS P,DOVER-FOXCROFT,BROOK TROUT,250,10
5/14/2024,SNOWS P,DOVER-FOXCROFT,BROOK TROUT,250,10
10/3/2024,SNOWS P,DOVER-FOXCROFT,BROOK TROUT,100,13
9/24/2024,SOUTH P,MONSON,BROOK TROUT,360,7
4/17/2024,SPECTACLE P,MONSON,BROOK TROUT,900,10
4/29/2024,SPECTACLE P,MONSON,SPLAKE,150,9
5/21/2024,SPECTACLE P,MONSON,BROOK TROUT,900,10
5/28/2024,SPENCER P (BIG),EAST MIDDLESEX CANAL GRANT TWP,BROOK TROUT,1000,10
10/15/2024,TEN-FORTY P,T2 R12 WELS,BROOK TROUT,450,8
9/23/2024,THIRD (MATAGAMON) L,T7 R10 WELS,BROOK TROUT,1700,8
5/7/2024,TOGUE P (LOWER),T2 R9 WELS,SPLAKE,400,10
9/24/2024,TURTLE P,LAKE VIEW PLT,BROOK TROUT,500,8
4/26/2024,WHETSTONE P,BLANCHARD TWP,BROOK TROUT,1300,10
5/23/2024,WHETSTONE P,BLANCHARD TWP,BROOK TROUT,1100,10
5/15/2024,WILSON P (LOWER),GREENVILLE,L.L. SALMON,500,7
10/18/2024,CAESAR P,BOWDOIN,BROOK TROUT,200,12
12/3/2024,CAESAR P,BOWDOIN,BROOK TROUT,20,17
2/5/2024,CENTER P,PHIPPSBURG,BROOK TROUT,100,14
10/18/2024,CENTER P,PHIPPSBURG,BROOK TROUT,100,12
12/3/2024,CENTER P,PHIPPSBURG,BROOK TROUT,15,19
10/18/2024,CHARLES P,GEORGETOWN,BROOK TROUT,150,7
10/18/2024,CHARLES P,GEORGETOWN,BROOK TROUT,75,12
10/18/2024,EDDY P (BIG),TOPSHAM,BROOK TROUT,75,12
10/18/2024,EDDY P (BIG),TOPSHAM,BROOK TROUT,500,9
12/3/2024,EDDY P (BIG),TOPSHAM,BROOK TROUT,10,19
5/7/2024,NEQUASSET L,WOOLWICH,BROWN TROUT,300,9
10/17/2024,NEQUASSET L,WOOLWICH,RAINBOW TROUT,200,14
11/7/2024,NEQUASSET L,WOOLWICH,BROWN TROUT,500,12
11/23/2024,NEQUASSET L,WOOLWICH,RAINBOW TROUT,150,20
10/30/2024,SEWALL P,ARROWSIC,BROOK TROUT,250,13
11/19/2024,SEWALL P,ARROWSIC,BROOK TROUT,30,17
10/18/2024,SILVER L,PHIPPSBURG,BROOK TROUT,50,12
12/3/2024,SILVER L,PHIPPSBURG,BROOK TROUT,600,8
12/3/2024,SILVER L,PHIPPSBURG,BROOK TROUT,10,19
10/2/2024,SPRAGUE P,PHIPPSBURG,BROOK TROUT,200,8
5/20/2024,ATTEAN P,ATTEAN TWP,L.L. SALMON,1100,7
4/30/2024,AUSTIN P,BALD MOUNTAIN TWP T2,BROOK TROUT,1200,10
9/26/2024,AUSTIN P,BALD MOUNTAIN TWP T2,BROOK TROUT,550,12
9/26/2024,AUSTIN P (LITTLE),BALD MOUNTAIN TWP T2,BROOK TROUT,3800,6
10/18/2024,BAKER P,SOLON,BROOK TROUT,100,12
10/1/2024,BASIN P,PIERCE POND TWP,BROOK TROUT,1800,7
10/1/2024,BEAN P,PLEASANT RIDGE PLT,BROOK TROUT,800,6
9/30/2024,BEAVER P,FORSYTH TWP,BROOK TROUT,150,6
10/1/2024,BILL MORRIS P,T3 R5 BKP WKR,BROOK TROUT,500,6
10/1/2024,BLACK HILL P,EMBDEN,BROOK TROUT,1000,6
4/19/2024,CARRABASSETT R,NEW PORTLAND,BROOK TROUT,300,10
5/7/2024,CARRABASSETT R,NEW PORTLAND,BROOK TROUT,300,10
5/21/2024,CARRABASSETT R,NEW PORTLAND,RAINBOW TROUT,200,11
6/5/2024,CARRABASSETT R,NEW PORTLAND,RAINBOW TROUT,200,11
10/8/2024,CARRABASSETT R,NEW PORTLAND,BROOK TROUT,250,12
4/12/2024,CARRABASSETT STREAM,CANAAN,BROOK TROUT,300,10
5/22/2024,CHASE P,MOSCOW,BROOK TROUT,600,10
10/7/2024,CHASE STREAM P (LITTLE),MISERY TWP,BROOK TROUT,575,7
5/23/2024,CHUB P,HOBBSTOWN TWP,BROOK TROUT,250,10
9/30/2024,CLEARWATER P,ATTEAN TWP,BROOK TROUT,350,7
5/9/2024,CROCKER P,DENNISTOWN PLT,BROOK TROUT,2200,10
9/30/2024,DAYMOND P,MOOSE RIVER,BROOK TROUT,200,7
5/29/2024,DEAD RIVER,T3 R4 BKP WKR,BROOK TROUT,1300,9
5/29/2024,DEAD RIVER,T3 R4 BKP WKR,L.L. SALMON,100,7
10/22/2024,DEAD RIVER,T3 R4 BKP WKR,BROOK TROUT,250,13
10/22/2024,DEAD RIVER,T3 R4 BKP WKR,L.L. SALMON,100,14
9/30/2024,DEMO P,ROCKWOOD STRIP T2 R,BROOK TROUT,3800,7
10/1/2024,DIMMICK P (BIG),CARATUNK,BROOK TROUT,2600,6
10/1/2024,DIMMICK P (LITTLE),CARATUNK,BROOK TROUT,2500,6
5/1/2024,EMBDEN P,EMBDEN,BROOK TROUT,2750,10
10/24/2024,EMBDEN P,EMBDEN,L.L. SALMON,428,14
10/29/2024,EMBDEN P,EMBDEN,BROOK TROUT,1200,12
10/15/2024,FAHI P,EMBDEN,BROOK TROUT,350,12
11/15/2024,FAHI P,EMBDEN,BROOK TROUT,20,19
4/17/2024,FAIRFIELD REC (PAL) P,FAIRFIELD,BROOK TROUT,330,10
5/2/2024,FAIRFIELD REC (PAL) P,FAIRFIELD,BROOK TROUT,330,10
10/21/2024,FAIRFIELD REC (PAL) P,FAIRFIELD,BROOK TROUT,250,7
10/21/2024,FAIRFIELD REC (PAL) P,FAIRFIELD,BROOK TROUT,50,12
9/30/2024,FISH P,THORNDIKE TWP,BROOK TROUT,3050,7
10/1/2024,FISH P,MOXIE GORE,BROOK TROUT,600,6
10/16/2024,GREAT MOOSE L,HARTLAND,BROWN TROUT,800,12
9/30/2024,HALE P,ALDER BROOK TWP,BROOK TROUT,800,7
5/2/2024,HANCOCK P,EMBDEN,BROOK TROUT,550,10
10/10/2024,HANCOCK P,EMBDEN,BROOK TROUT,550,12
10/10/2024,HANCOCK P,EMBDEN,L.L. SALMON,100,13
5/7/2024,HARMONY FIRE P,HARMONY,BROOK TROUT,100,10
4/25/2024,HEALD STREAM,JACKMAN,BROOK TROUT,500,10
4/17/2024,HIGGINS B,HARMONY,BROOK TROUT,220,10
4/12/2024,HIGHT P,SKOWHEGAN,BROOK TROUT,200,10
5/20/2024,HOLEB P,HOLEB TWP,BROOK TROUT,1000,10
5/20/2024,HOLEB P,HOLEB TWP,L.L. SALMON,375,7
5/20/2024,HOLEB P,HOLEB TWP,SPLAKE,500,9
5/16/2024,HORSESHOE P,PIERCE POND TWP,BROOK TROUT,110,10
10/17/2024,INDIAN P (BIG),SAINT ALBANS,BROOK TROUT,500,13
10/7/2024,INDIAN P (LITTLE),SQUARETOWN TWP,BROOK TROUT,1250,6
4/17/2024,INDIAN STREAM SAINT,ALBANS,BROOK TROUT,330,10
4/26/2024,KENNEBEC R,SAPLING TWP,BROOK TROUT,1500,10
5/7/2024,KENNEBEC R,FAIRFIELD,BROWN TROUT,2000,9
5/14/2024,KENNEBEC R,SKOWHEGAN,BROWN TROUT,800,9
5/14/2024,KENNEBEC R,SOLON,BROWN TROUT,1750,9
5/20/2024,KENNEBEC R,ANSON,BROWN TROUT,2250,9
5/28/2024,KENNEBEC R,ANSON,BROWN TROUT,2000,9
6/7/2024,KENNEBEC R,EMBDEN,BROWN TROUT,650,9
6/25/2024,KENNEBEC R,SOLON,BROOK TROUT,200,10
9/24/2024,KENNEBEC R,SAPLING TWP,BROOK TROUT,800,12
10/7/2024,KENNEBEC R,ANSON,BROOK TROUT,500,13
5/16/2024,KILGORE P,PIERCE POND TWP,BROOK TROUT,525,10
10/1/2024,KILGORE P (UPPER),PIERCE POND TWP,BROOK TROUT,250,6
10/1/2024,KING P,BOWTOWN TWP,BROOK TROUT,450,7
10/29/2024,LAKE GEORGE,CANAAN,L.L. SALMON,50,12
10/29/2024,LAKE GEORGE,CANAAN,RAINBOW TROUT,500,14
10/30/2024,LAKE GEORGE,CANAAN,BROOK TROUT,300,8
10/30/2024,LAKE GEORGE,CANAAN,BROOK TROUT,400,12
11/7/2024,LAKE GEORGE,CANAAN,BROWN TROUT,200,12
9/30/2024,LANE P (LITTLE),HAMMOND TWP,BROOK TROUT,300,7
4/22/2024,LONG (MARTIN) P,THE FORKS PLT,BROOK TROUT,500,10
5/30/2024,LONG P,LONG POND TWP,BROOK TROUT,3000,10
10/2/2024,LONG P,FORSYTH TWP,BROOK TROUT,1000,8
9/30/2024,LOON P,ATTEAN TWP,BROOK TROUT,750,7
10/1/2024,LOST P,PLEASANT RIDGE PLT,BROOK TROUT,750,6
9/30/2024,LUTHER P,THORNDIKE TWP,BROOK TROUT,1500,7
4/22/2024,MACDOUGALL P,CARATUNK,BROOK TROUT,100,10
9/27/2024,MACDOUGALL P,CARATUNK,BROOK TROUT,100,12
10/2/2024,MCKENNEY P,HOLEB TWP,BROOK TROUT,1000,8
4/12/2024,MILL STREAM,EMBDEN,BROOK TROUT,70,10
5/1/2024,MILL STREAM,EMBDEN,BROOK TROUT,77,10
5/28/2024,MILL STREAM,EMBDEN,BROOK TROUT,70,10
10/1/2024,MOOSE P,BOWTOWN TWP,BROOK TROUT,650,7
5/9/2024,MOOSEHEAD L,ROCKWOOD STRIP T1 R,L.L. SALMON,1500,7
5/7/2024,MORRILL P,HARTLAND,BROOK TROUT,250,10
10/8/2024,MORRILL P,HARTLAND,BROWN TROUT,200,12
10/30/2024,MORRILL P,HARTLAND,BROOK TROUT,250,12
5/16/2024,MOSQUITO P,THE FORKS PLT,BROOK TROUT,500,10
5/21/2024,MOUNTAIN DIMMICK P,CARATUNK,BROOK TROUT,2400,3
5/22/2024,MOXIE P,THE FORKS PLT,L.L. SALMON,500,7
5/30/2024,MOXIE P,THE FORKS PLT,BROOK TROUT,2800,10
9/30/2024,OTTER P,SANDWICH ACADEMY GRANT TWP,BROOK TROUT,475,7
10/1/2024,OTTER P,BOWTOWN TWP,BROOK TROUT,4500,8
9/30/2024,OTTER P (LITTLE),SANDWICH ACADEMY GRANT TWP,BROOK TROUT,200,7
10/1/2024,OTTER P (NORTH),BOWTOWN TWP,BROOK TROUT,3000,7
5/22/2024,PALMER P,MAYFIELD TWP,BROOK TROUT,650,10
9/30/2024,PARADISE P (UPPER),PARLIN POND TWP,BROOK TROUT,75,7
5/2/2024,PARLIN P,PARLIN POND TWP,BROOK TROUT,2700,10
5/16/2024,PIERCE P,PIERCE POND TWP,L.L. SALMON,600,7
9/30/2024,RANCOURT P,DENNISTOWN PLT,BROOK TROUT,450,7
9/30/2024,RODERIQUE P,ROCKWOOD STRIP T2 R,BROOK TROUT,450,7
4/30/2024,ROWE P,PLEASANT RIDGE PLT,BROOK TROUT,1650,10
4/30/2024,SANDY P,EMBDEN,BROOK TROUT,440,10
10/8/2024,SANDY P,EMBDEN,BROWN TROUT,200,12
10/15/2024,SANDY P,EMBDEN,BROOK TROUT,650,12
10/15/2024,SANDY P,EMBDEN,BROOK TROUT,200,7
11/5/2024,SANDY P,EMBDEN,BROWN TROUT,13,18
5/13/2024,SANDY R,NORRIDGEWOCK,BROWN TROUT,800,9
4/25/2024,SANDY STREAM,JACKMAN,BROOK TROUT,500,10
4/25/2024,SEBASTICOOK R,HARTLAND,BROOK TROUT,150,10
4/25/2024,SEBASTICOOK R,PITTSFIELD,BROOK TROUT,750,10
10/24/2024,SHAW P (LOWER),T3 R4 BKP WKR,BROOK TROUT,150,12
10/4/2024,SMITH (WEEKS) P,BRIGHTON PLT,BROOK TROUT,375,12
10/8/2024,SMITH (WEEKS) P,BRIGHTON PLT,BROWN TROUT,300,12
11/5/2024,SMITH (WEEKS) P,BRIGHTON PLT,BROWN TROUT,13,18
9/30/2024,SMITH P,PARLIN POND TWP,BROOK TROUT,650,7
5/23/2024,SPENCER L,HOBBSTOWN TWP,L.L. SALMON,350,7
5/20/2024,SPLIT ROCK P PIERCE POND,TWP,BROOK TROUT,300,3
5/29/2024,SPRING L,T3 R4 BKP WKR,BROOK TROUT,1400,9
10/22/2024,SPRING L,T3 R4 BKP WKR,BROOK TROUT,950,13
10/22/2024,SPRING L,T3 R4 BKP WKR,L.L. SALMON,75,14
10/1/2024,SPRUCE P,LEXINGTON TWP,BROOK TROUT,1700,6
9/30/2024,SUGAR BERTH P,DENNISTOWN PLT,BROOK TROUT,900,7
5/20/2024,SUPPLY P,MOOSE RIVER,BROOK TROUT,400,10
4/23/2024,TIBBETTS P,CONCORD TWP,BROOK TROUT,100,10
5/29/2024,TIBBETTS P,CONCORD TWP,BROOK TROUT,100,10
6/6/2024,TIBBETTS P,CONCORD TWP,BROOK TROUT,100,10
10/29/2024,TIBBETTS P,CONCORD TWP,BROOK TROUT,100,7
10/29/2024,TIBBETTS P,CONCORD TWP,BROOK TROUT,100,13
9/30/2024,TRICKEY P,ALDER BROOK TWP,BROOK TROUT,450,7
4/23/2024,WENTWORTH P,SOLON,BROOK TROUT,500,10
10/3/2024,WENTWORTH P,SOLON,BROOK TROUT,525,12
10/3/2024,WENTWORTH P,SOLON,SPLAKE,400,13
11/5/2024,WENTWORTH P,SOLON,BROWN TROUT,21,18
5/3/2024,WESSERUNSETT L,MADISON,BROWN TROUT,1200,9
10/4/2024,WESSERUNSETT L,MADISON,BROOK TROUT,125,12
10/4/2024,WESSERUNSETT L,MADISON,BROOK TROUT,2000,12
10/16/2024,WESSERUNSETT L,MADISON,BROWN TROUT,800,12
11/5/2024,WESSERUNSETT L,MADISON,BROWN TROUT,47,18
11/8/2024,WESSERUNSETT L,MADISON,BROWN TROUT,900,12
5/3/2024,WESSERUNSETT STREAM,ATHENS,BROWN TROUT,400,9
5/1/2024,WOOD P (BIG),ATTEAN TWP,BROOK TROUT,2365,10
5/1/2024,WOOD P (BIG),ATTEAN TWP,L.L. SALMON,500,7
10/18/2024,WOOD P (BIG),ATTEAN TWP,SPLAKE,1000,13
10/30/2024,WOOD P (BIG),ATTEAN TWP,BROOK TROUT,100,18
