Date,Water,City,Species,Qty,Size (inch)
10/1/2024,DUTTON (SHILOH) P,KINGFIELD,BROOK TROUT,1200,6
9/27/2024,EDDY P,SANDY RIVER PLT,BROOK TROUT,400,6
4/22/2024,EGYPT P,CHESTERVILLE,BROOK TROUT,300,10
10/16/2024,GREENBUSH P,JIM POND TWP,BROOK TROUT,75,12
5/7/2024,GRINDSTONE P,KINGFIELD,BROOK TROUT,250,10
10/28/2024,GRINDSTONE P,KINGFIELD,BROOK TROUT,500,7
5/24/2024,GULL P,DALLAS PLT,BROOK TROUT,900,10
5/14/2024,HALEY B,RANGELEY,BROOK TROUT,150,10
6/5/2024,HALEY B,RANGELEY,BROOK TROUT,150,10
5/14/2024,HALEY P,RANGELEY,BROOK TROUT,600,10
10/23/2024,HALEY P,RANGELEY,BROOK TROUT,450,14
5/22/2024,HARVEY P,MADRID,BROOK TROUT,200,10
10/9/2024,HARVEY P,MADRID,BROOK TROUT,150,12
10/22/2024,HARVEY P,MADRID,BROOK TROUT,50,13
4/22/2024,HILLS P,PERKINS TWP,BROOK TROUT,350,10
10/9/2024,HILLS P,PERKINS TWP,BROOK TROUT,2200,7
9/30/2024,HURRICANE P,KIBBY TWP,BROOK TROUT,1000,7
9/30/2024,INDIAN P (BIG),LOWELLTOWN TWP,BROOK TROUT,1950,7
5/15/2024,JIM P (BIG),JIM POND TWP,BROOK TROUT,550,10
10/16/2024,JIM P (LITTLE),JIM POND TWP,BROOK TROUT,1000,7
9/27/2024,LEDGE P,SANDY RIVER PLT,BROOK TROUT,250,6
5/22/2024,LONG COVE P,PHILLIPS,BROOK TROUT,100,10
9/27/2024,LONG P,TOWNSHIP E,BROOK TROUT,2850,6
5/9/2024,LOON L,DALLAS PLT,BROOK TROUT,200,10
5/9/2024,LOON L,DALLAS PLT,L.L. SALMON,100,7
9/27/2024,LOON L,DALLAS PLT,BROOK TROUT,3500,6
10/9/2024,LOON L,DALLAS PLT,BROOK TROUT,350,12
10/7/2024,LUFKIN P,PHILLIPS,SPLAKE,350,13
10/30/2024,LUFKIN P,PHILLIPS,BROWN TROUT,100,12
9/27/2024,MIDWAY P,SANDY RIVER PLT,BROOK TROUT,350,6
10/2/2024,MOUNT BLUE P,AVON,SPLAKE,750,13
10/30/2024,MOUNT BLUE P,AVON,BROWN TROUT,200,12
9/27/2024,MOXIE P,TOWNSHIP D,BROOK TROUT,200,6
5/2/2024,MT BLUE HIGH SCHOOL P,FARMINGTON,BROOK TROUT,55,10
5/16/2024,MUD POND,TOWNSHIP 6 NORTH OF WELD,BROOK TROUT,450,2
4/12/2024,MUDDY B,INDUSTRY,BROOK TROUT,50,10
4/23/2024,MUDDY B,INDUSTRY,BROOK TROUT,50,10
5/28/2024,MUDDY B,INDUSTRY,BROOK TROUT,100,10
6/6/2024,MUDDY B,INDUSTRY,BROOK TROUT,50,10
10/23/2024,NORCROSS P,CHESTERVILLE,BROOK TROUT,800,12
11/8/2024,NORCROSS P,CHESTERVILLE,BROWN TROUT,100,12
11/15/2024,NORCROSS P,CHESTERVILLE,BROOK TROUT,25,17
5/16/2024,OTTER P,CHAIN OF PONDS TWP,BROOK TROUT,150,10
5/7/2024,PINNACLE P,KINGFIELD,BROOK TROUT,150,10
5/29/2024,PINNACLE P,KINGFIELD,BROOK TROUT,50,9
5/13/2024,PODUNK P,CARTHAGE,BROOK TROUT,350,10
4/23/2024,PORTER L,STRONG,BROOK TROUT,1210,10
5/29/2024,PORTER L,STRONG,BROOK TROUT,250,9
10/18/2024,PORTER L,STRONG,L.L. SALMON,300,14
10/22/2024,PORTER L,STRONG,BROOK TROUT,1250,13
10/23/2024,PORTER L,STRONG,BROOK TROUT,250,13
11/15/2024,PORTER L,STRONG,BROOK TROUT,75,19
5/9/2024,QUIMBY P,RANGELEY,BROOK TROUT,350,10
5/14/2024,RANGELEY GUIDES P,RANGELEY,BROOK TROUT,75,10
6/5/2024,RANGELEY GUIDES P,RANGELEY,BROOK TROUT,82,10
6/28/2024,RANGELEY GUIDES P,RANGELEY,BROOK TROUT,110,10
5/14/2024,RANGELEY L,RANGELEY,BROOK TROUT,1000,10
5/14/2024,RANGELEY L,RANGELEY,L.L. SALMON,900,7
9/27/2024,ROCK P,SANDY RIVER PLT,BROOK TROUT,500,6
5/14/2024,ROUND P,RANGELEY,BROOK TROUT,400,10
9/27/2024,ROUND P,TOWNSHIP E,BROOK TROUT,1520,6
5/16/2024,SADDLEBACK L,DALLAS PLT,BROOK TROUT,1000,10
4/24/2024,SANDY R,MADRID,BROOK TROUT,200,10
4/24/2024,SANDY R,FARMINGTON,BROOK TROUT,1500,10
4/24/2024,SANDY R,STRONG,BROOK TROUT,500,10
4/24/2024,SANDY R,PHILLIPS,BROOK TROUT,500,10
4/24/2024,SANDY R,NEW SHARON,BROOK TROUT,350,10
5/13/2024,SANDY R,NEW SHARON,BROWN TROUT,900,9
5/13/2024,SANDY R,FARMINGTON,BROWN TROUT,1000,9
5/15/2024,SANDY R,FARMINGTON,BROWN TROUT,1800,9
10/8/2024,SANDY R,FARMINGTON,BROOK TROUT,350,12
10/8/2024,SANDY R,PHILLIPS,BROOK TROUT,50,12
10/8/2024,SANDY R,NEW SHARON,BROOK TROUT,50,12
10/8/2024,SANDY R,STRONG,BROOK TROUT,100,12
10/8/2024,SANDY R,MADRID,BROOK TROUT,50,12
5/14/2024,SANDY RIVER P (MIDDLE),SANDY RIVER PLT,BROOK TROUT,600,10
5/14/2024,SANDY RIVER P (MIDDLE),SANDY RIVER PLT,BROOK TROUT,200,10
10/22/2024,SANDY RIVER P (MIDDLE),SANDY RIVER PLT,BROOK TROUT,300,13
5/16/2024,SCHOOLHOUSE P,AVON,BROOK TROUT,125,10
9/27/2024,SOUTH (PINE TREE) P,SANDY RIVER PLT,BROOK TROUT,600,6
9/27/2024,SPENCER P,TOWNSHIP D,BROOK TROUT,800,6
9/27/2024,STETSON P,PHILLIPS,BROOK TROUT,800,6
9/27/2024,SWIFT RIVER P,TOWNSHIP E,BROOK TROUT,450,6
5/21/2024,TEA P,JIM POND TWP,BROOK TROUT,1000,10
5/21/2024,TEA P,JIM POND TWP,L.L. SALMON,100,7
6/11/2024,TEA P (LITTLE),JIM POND TWP,BROOK TROUT,270,3
5/2/2024,TEMPLE STREAM,TEMPLE,BROOK TROUT,330,10
5/2/2024,TEMPLE STREAM,FARMINGTON,BROOK TROUT,220,10
5/21/2024,TEMPLE STREAM,FARMINGTON,BROOK TROUT,200,10
5/21/2024,TEMPLE STREAM,TEMPLE,BROOK TROUT,300,10
6/18/2024,THE HORNS P,WYMAN TWP,BROOK TROUT,300,3
4/22/2024,TOOTHAKER P,PHILLIPS,BROOK TROUT,400,10
10/9/2024,TOOTHAKER P,PHILLIPS,BROOK TROUT,200,6
10/22/2024,TOOTHAKER P,PHILLIPS,BROOK TROUT,250,13
9/27/2024,TUMBLEDOWN P,TOWNSHIP 6 NORTH OF WELD,BROOK TROUT,450,6
5/14/2024,VARNUM P,WILTON,BROOK TROUT,1000,10
5/14/2024,VARNUM P,WILTON,L.L. SALMON,100,7
6/11/2024,VILES P (LITTLE),JIM POND TWP,BROOK TROUT,360,3
10/15/2024,WEBB L,WELD,BROOK TROUT,500,12
10/15/2024,WEBB L,WELD,BROOK TROUT,500,13
10/15/2024,WEBB L,WELD,L.L. SALMON,100,14
10/16/2024,WEBB L,WELD,BROOK TROUT,500,12
10/16/2024,WEBB L,WELD,BROOK TROUT,500,13
10/28/2024,WEBB L,WELD,BROWN TROUT,600,12
10/28/2024,WEBB L,WELD,L.L. SALMON,100,12
11/18/2024,WEBB L,WELD,BROOK TROUT,50,17
4/24/2024,WEBB R,CARTHAGE,BROOK TROUT,700,10
5/21/2024,WILSON P,WILTON,BROOK TROUT,433,10
5/21/2024,WILSON P,WILTON,BROOK TROUT,433,10
5/21/2024,WILSON P,WILTON,BROOK TROUT,433,10
10/17/2024,WILSON P,WILTON,BROOK TROUT,366,13
10/17/2024,WILSON P,WILTON,BROOK TROUT,366,12
10/17/2024,WILSON P,WILTON,L.L. SALMON,150,14
10/29/2024,WILSON P,WILTON,L.L. SALMON,150,12
11/14/2024,WILSON P,WILTON,BROOK TROUT,366,12
4/19/2024,WILSON STREAM,WILTON,BROOK TROUT,250,10
5/1/2024,WILSON STREAM,WILTON,BROOK TROUT,495,10
5/21/2024,WILSON STREAM,WILTON,BROOK TROUT,450,10
10/3/2024,ANDERSON P,T10 SD,BROOK TROUT,250,8
5/8/2024,BEECH HILL P,OTIS,L.L. SALMON,350,7
11/20/2024,BEECH HILL P,OTIS,L.L. SALMON,71,19
10/22/2024,BIRCH HARBOR P,WINTER HARBOR,BROOK TROUT,175,7
10/22/2024,BIRCH HARBOR P,WINTER HARBOR,BROOK TROUT,75,13
5/9/2024,BRANCH L,ELLSWORTH,L.L. SALMON,500,7
10/16/2024,BRANCH P (UPPER MIDDLE),AURORA,L.L. SALMON,50,13
10/31/2024,BREAKNECK P (LOWER),BAR HARBOR,BROOK TROUT,125,8
10/31/2024,BREAKNECK P (UPPER),BAR HARBOR,BROOK TROUT,125,8
4/23/2024,BUBBLE P,BAR HARBOR,BROOK TROUT,175,10
10/15/2024,BUBBLE P,BAR HARBOR,BROOK TROUT,50,13
10/15/2024,BUBBLE P,BAR HARBOR,BROOK TROUT,600,7
5/22/2024,BURNT LAND L,T35 MD,SPLAKE,450,10
5/9/2024,CRAIG P,ORLAND,L.L. SALMON,50,7
10/17/2024,CRAIG P,ORLAND,BROOK TROUT,1100,7
10/17/2024,CRAIG P,ORLAND,BROOK TROUT,100,13
9/24/2024,CRYSTAL P,T40 MD,BROOK TROUT,700,8
4/26/2024,DONNELL P,T9 SD,LAKE TROUT,250,7
5/8/2024,DONNELL P,T9 SD,L.L. SALMON,450,7
5/14/2024,DUCK L,OQITON TWP,L.L. SALMON,400,7
9/26/2024,DUCK L,OQITON TWP,BROOK TROUT,2000,8
10/3/2024,DUCKTAIL P,AMHERST,BROOK TROUT,260,8
5/24/2024,EAGLE L,BAR HARBOR,L.L. SALMON,50,7
10/24/2024,EAGLE L,BAR HARBOR,BROOK TROUT,3375,7
11/21/2024,EAGLE L,BAR HARBOR,L.L. SALMON,33,19
5/24/2024,ECHO L,MOUNT DESERT,L.L. SALMON,50,7
10/24/2024,ECHO L,MOUNT DESERT,BROOK TROUT,800,7
10/24/2024,ECHO L,MOUNT DESERT,BROOK TROUT,300,13
5/1/2024,FLANDERS P,SULLIVAN,BROWN TROUT,300,9
10/2/2024,FLANDERS P,SULLIVAN,RAINBOW TROUT,800,14
5/2/2024,FOX P,T10 SD,BROOK TROUT,200,10
10/11/2024,FOX P,T10 SD,BROOK TROUT,1200,7
10/11/2024,FOX P,T10 SD,BROWN TROUT,125,12
11/7/2024,GREAT P,GREAT POND,BROWN TROUT,375,12
4/26/2024,GREEN L,ELLSWORTH,LAKE TROUT,1350,7
5/9/2024,GREEN L,ELLSWORTH,L.L. SALMON,400,7
11/20/2024,GREEN L,ELLSWORTH,L.L. SALMON,92,19
10/15/2024,HADLOCK P (LOWER),MOUNT DESERT,BROOK TROUT,75,13
10/15/2024,HADLOCK P (LOWER),MOUNT DESERT,BROOK TROUT,600,7
10/15/2024,HADLOCK P (UPPER),MOUNT DESERT,BROOK TROUT,600,7
10/15/2024,HADLOCK P (UPPER),MOUNT DESERT,BROOK TROUT,75,13
10/31/2024,HALFMOON P,BAR HARBOR,BROOK TROUT,125,8
10/21/2024,HANCOCK P,BUCKSPORT,BROWN TROUT,100,12
4/17/2024,HEART P,ORLAND,SPLAKE,225,9
11/4/2024,HOPKINS P,MARIAVILLE,BROOK TROUT,600,13
4/18/2024,JACOB,BUCK P BUCKSPORT,SPLAKE,350,9
10/15/2024,JACOB,BUCK P BUCKSPORT,L.L. SALMON,25,13
10/21/2024,JACOB,BUCK P BUCKSPORT,BROOK TROUT,100,13
11/20/2024,JACOB,BUCK P BUCKSPORT,L.L. SALMON,28,15
11/21/2024,JACOB,BUCK P BUCKSPORT,BROOK TROUT,25,18
4/23/2024,JONES P,GOULDSBORO,BROWN TROUT,300,9
10/9/2024,JONES P,GOULDSBORO,RAINBOW TROUT,700,14
5/24/2024,JORDAN P,MOUNT DESERT,L.L. SALMON,50,7
5/9/2024,KING P,GREAT POND,BROWN TROUT,200,9
10/31/2024,LAKE WOOD,BAR HARBOR,BROOK TROUT,600,7
5/9/2024,LEAD MTN P (UPPER),T28 MD,BROWN TROUT,550,9
5/1/2024,LILY P,DEER ISLE,BROWN TROUT,50,9
10/3/2024,LILY P,DEER ISLE,BROOK TROUT,1100,7
5/2/2024,LITTLE P,FRANKLIN,BROOK TROUT,225,10
5/24/2024,LONG (GREAT) P,SOUTHWEST HARBOR,L.L. SALMON,225,7
10/30/2024,LONG (GREAT) P,MOUNT DESERT,BROOK TROUT,500,13
10/3/2024,LONG P,SULLIVAN,BROOK TROUT,950,8
10/30/2024,LONG P,GREAT POND,BROOK TROUT,550,13
10/30/2024,LONG P,T10 SD,BROOK TROUT,350,13
10/30/2024,LONG P,T10 SD,BROWN TROUT,300,12
10/3/2024,LONG P (LITTLE),T10 SD,BROOK TROUT,250,8
9/24/2024,LOON P,T40 MD,BROOK TROUT,300,8
9/24/2024,LOVEJOY P,T34 MD,BROOK TROUT,800,7
9/24/2024,LOVEJOY P,T34 MD,BROOK TROUT,75,13
5/8/2024,MOLASSES P,EASTBROOK,L.L. SALMON,50,7
10/30/2024,MOLASSES P,EASTBROOK,BROWN TROUT,300,12
11/21/2024,MOLASSES P,EASTBROOK,L.L. SALMON,47,19
5/3/2024,NICATOUS L,T40 MD,SPLAKE,1200,10
10/15/2024,NICATOUS L,T40 MD,SPLAKE,800,13
10/31/2024,NICATOUS L,T40 MD,L.L. SALMON,55,18
11/14/2024,NICATOUS L,T40 MD,L.L. SALMON,525,13
5/2/2024,ORLAND R,ORLAND,BROOK TROUT,400,10
10/21/2024,ORLAND R,ORLAND,BROOK TROUT,150,13
10/11/2024,OXHEAD P (MIDDLE),T40 MD,BROOK TROUT,150,13
11/14/2024,OXHEAD P (MIDDLE),T40 MD,BROOK TROUT,50,18
9/24/2024,OXHEAD P (UPPER),T40 MD,BROOK TROUT,450,8
10/3/2024,PARTRIDGE P,AMHERST,BROOK TROUT,550,8
5/9/2024,PATTEN P (LOWER),SURRY,L.L. SALMON,200,7
10/21/2024,PATTEN P (LOWER),SURRY,BROWN TROUT,150,12
5/9/2024,PHILLIPS (LUCERNE) L,DEDHAM,L.L. SALMON,300,7
10/16/2024,PHILLIPS (LUCERNE) L,DEDHAM,BROOK TROUT,700,13
11/20/2024,PHILLIPS (LUCERNE) L,DEDHAM,L.L. SALMON,86,15
5/7/2024,PICKEREL P,T32 MD,BROOK TROUT,500,10
10/8/2024,PICKEREL P,T32 MD,BROOK TROUT,600,13
11/13/2024,PICKEREL P,T32 MD,BROOK TROUT,60,14
11/13/2024,PICKEREL P,T32 MD,BROOK TROUT,50,18
12/3/2024,PICKEREL P,T32 MD,BROOK TROUT,90,14
10/22/2024,QUARRY P,SULLIVAN,BROOK TROUT,150,7
10/3/2024,RAINBOW P,T10 SD,BROOK TROUT,600,8
10/30/2024,ROUND P,MOUNT DESERT,BROOK TROUT,100,13
10/3/2024,SALMON P,T10 SD,BROOK TROUT,300,8
4/23/2024,SEAL COVE P,TREMONT,BROWN TROUT,200,9
9/26/2024,SELMORE (KILLMAN) P,OQITON TWP,BROOK TROUT,300,8
5/14/2024,SIDE PISTOL L,T3 ND,BROOK TROUT,400,9
5/2/2024,SIMMONS P,HANCOCK,BROOK TROUT,125,10
11/5/2024,SIMMONS P,HANCOCK,BROOK TROUT,200,8
11/5/2024,SIMMONS P,HANCOCK,BROOK TROUT,50,13
5/17/2024,SPRING L,T3 ND,L.L. SALMON,200,7
9/24/2024,SPRING L,T3 ND,BROOK TROUT,1000,8
10/11/2024,SPRING RIVER L,T10 SD,BROOK TROUT,700,13
10/11/2024,SPRING RIVER L,T10 SD,BROWN TROUT,700,12
11/13/2024,SPRING RIVER L,T10 SD,L.L. SALMON,75,16
11/4/2024,SPRINGY P (LOWER),OTIS,BROOK TROUT,300,14
10/3/2024,TILDEN P,T10 SD,BROOK TROUT,1250,8
5/17/2024,TITCOMB P,T32 MD,BROOK TROUT,350,10
4/18/2024,TODDY P,SURRY,SPLAKE,1000,9
5/1/2024,TODDY P,SURRY,BROWN TROUT,1000,9
5/9/2024,TODDY P,ORLAND,L.L. SALMON,400,7
9/24/2024,TROUT P,T40 MD,BROOK TROUT,300,8
10/3/2024,TROUT P,AMHERST,BROOK TROUT,250,8
5/2/2024,TUNK L,T10 SD,BROOK TROUT,1000,10
5/8/2024,TUNK L,T10 SD,L.L. SALMON,400,7
10/10/2024,WALKER P,BROOKSVILLE,BROOK TROUT,500,13
10/10/2024,WALKER P,BROOKSVILLE,BROWN TROUT,700,12
4/24/2024,WEST L,T3 ND,BROOK TROUT,700,10
4/24/2024,WEST L,T3 ND,L.L. SALMON,450,7
10/11/2024,WEST L,T3 ND,BROOK TROUT,300,13
10/31/2024,WEST L,T3 ND,L.L. SALMON,55,18
10/23/2024,WILLIAMS P,T28 MD,BROOK TROUT,250,13
10/31/2024,WITCH HOLE P,BAR HARBOR,BROOK TROUT,1125,7
10/31/2024,WITCH HOLE P,BAR HARBOR,BROOK TROUT,75,13
11/5/2024,YOUNGS P,OTIS,BROOK TROUT,250,8
11/5/2024,YOUNGS P,OTIS,BROOK TROUT,100,13
4/12/2024,BELGRADE STREAM,BELGRADE,BROOK TROUT,275,10
5/2/2024,BELGRADE STREAM,BELGRADE,BROOK TROUT,165,10
4/22/2024,CHINA L,VASSALBORO,BROOK TROUT,250,10
4/22/2024,CHINA L,CHINA,BROOK TROUT,200,10
10/10/2024,CHINA L,CHINA,BROWN TROUT,1250,12
10/25/2024,CHINA L,CHINA,BROOK TROUT,200,13
10/9/2024,COBBOSSEECONTEE L,MONMOUTH,BROWN TROUT,1600,12
10/24/2024,COBBOSSEECONTEE L,MANCHESTER,BROWN TROUT,900,12
5/3/2024,COBBOSSEECONTEE STREAM,GARDINER,BROOK TROUT,1000,10
2/21/2024,COCHNEWAGON P,MONMOUTH,BROOK TROUT,300,13
10/11/2024,COCHNEWAGON P,MONMOUTH,BROWN TROUT,300,12
10/17/2024,COCHNEWAGON P,MONMOUTH,BROOK TROUT,500,12
11/19/2024,COCHNEWAGON P,MONMOUTH,BROOK TROUT,40,17
11/26/2024,COCHNEWAGON P,MONMOUTH,BROOK TROUT,300,14
4/12/2024,ECHO L (CROTCHED P),FAYETTE,BROOK TROUT,550,10
4/16/2024,ECHO L (CROTCHED P),FAYETTE,LAKE TROUT,100,6
5/30/2024,ECHO L (CROTCHED P),FAYETTE,L.L. SALMON,400,8
10/10/2024,ECHO L (CROTCHED P),FAYETTE,BROOK TROUT,400,12
10/18/2024,ECHO L (CROTCHED P),FAYETTE,SPLAKE,200,13
11/6/2024,ECHO L (CROTCHED P),FAYETTE,BROOK TROUT,250,7
10/21/2024,FAIRBANKS P,MANCHESTER,BROWN TROUT,50,12
11/5/2024,FAIRBANKS P,MANCHESTER,BROOK TROUT,50,13
4/12/2024,FLYING P,VIENNA,BROOK TROUT,220,10
10/21/2024,FLYING P,VIENNA,BROWN TROUT,150,12
10/23/2024,FLYING P,VIENNA,BROOK TROUT,350,12
10/28/2024,FLYING P,VIENNA,L.L. SALMON,100,12
11/6/2024,FLYING P,VIENNA,BROOK TROUT,200,13
4/16/2024,GOULD P,SIDNEY,BROOK TROUT,200,10
10/21/2024,GREAT P,BELGRADE,BROWN TROUT,500,12
10/23/2024,GREAT P,BELGRADE,BROWN TROUT,3000,12
4/25/2024,JAMIES (JIMMIE) P,MANCHESTER,BROOK TROUT,300,10
4/30/2024,JAMIES (JIMMIE) P,MANCHESTER,BROOK TROUT,300,10
5/21/2024,JAMIES (JIMMIE) P,MANCHESTER,BROOK TROUT,300,10
10/22/2024,JAMIES (JIMMIE) P,MANCHESTER,BROOK TROUT,400,14
10/22/2024,JAMIES (JIMMIE) P,MANCHESTER,SPLAKE,100,13
10/17/2024,JUG STREAM,MONMOUTH,BROOK TROUT,75,12
10/3/2024,KIMBALL P,VIENNA,BROOK TROUT,800,8
4/16/2024,LITCHFIELD SPORTSMAN CLUB P,LITCHFIELD,BROOK TROUT,100,10
5/16/2024,LITCHFIELD SPORTSMAN CLUB P,LITCHFIELD,BROOK TROUT,100,10
4/12/2024,LONG P,BELGRADE,BROOK TROUT,165,10
11/7/2024,LONG P,ROME,RAINBOW TROUT,4400,14
4/16/2024,MARANACOOK L,WINTHROP,LAKE TROUT,100,6
5/30/2024,MARANACOOK L,WINTHROP,L.L. SALMON,350,8
11/1/2024,MARANACOOK L,WINTHROP,BROOK TROUT,400,13
11/1/2024,MARANACOOK L,WINTHROP,BROWN TROUT,200,12
11/5/2024,MCGRATH P,OAKLAND,BROOK TROUT,400,13
4/17/2024,MESSALONSKEE L,OAKLAND,BROOK TROUT,500,10
4/18/2024,MESSALONSKEE L,OAKLAND,BROWN TROUT,150,14
5/21/2024,MESSALONSKEE L,OAKLAND,BROOK TROUT,200,10
10/9/2024,MESSALONSKEE L,SIDNEY,BROWN TROUT,2000,12
11/1/2024,MESSALONSKEE L,SIDNEY,SPLAKE,1000,13
11/7/2024,MESSALONSKEE L,OAKLAND,BROWN TROUT,500,12
11/26/2024,MESSALONSKEE L,OAKLAND,SPLAKE,200,13
4/17/2024,MESSALONSKEE STREAM,WATERVILLE,BROOK TROUT,220,10
4/17/2024,MESSALONSKEE STREAM,WATERVILLE,BROOK TROUT,200,10
4/17/2024,MESSALONSKEE STREAM,OAKLAND,BROOK TROUT,440,10
5/2/2024,MESSALONSKEE STREAM,OAKLAND,BROOK TROUT,440,10
5/2/2024,MESSALONSKEE STREAM,WATERVILLE,BROOK TROUT,440,10
11/25/2024,MESSALONSKEE STREAM,OAKLAND,BROOK TROUT,1000,8
4/16/2024,MINNEHONK L,MOUNT VERNON,BROOK TROUT,200,10
10/10/2024,MINNEHONK L,MOUNT VERNON,BROOK TROUT,300,12
10/18/2024,MINNEHONK L,MOUNT VERNON,SPLAKE,200,13
11/6/2024,MINNEHONK L,MOUNT VERNON,BROOK TROUT,200,13
11/6/2024,MINNEHONK L,MOUNT VERNON,BROOK TROUT,250,7
11/19/2024,MINNEHONK L,MOUNT VERNON,BROOK TROUT,40,17
11/26/2024,MINNEHONK L,MOUNT VERNON,BROOK TROUT,100,14
11/26/2024,MINNEHONK L,MOUNT VERNON,SPLAKE,125,13
4/30/2024,MONMOUTH SPORTSMAN CLUB P,MONMOUTH,BROOK TROUT,200,10
4/16/2024,NARROWS P (LOWER),WINTHROP,LAKE TROUT,100,6
4/19/2024,NARROWS P (LOWER),WINTHROP,BROOK TROUT,200,10
11/11/2024,NARROWS P (LOWER),WINTHROP,BROOK TROUT,200,13
4/19/2024,NARROWS P (UPPER),WINTHROP,BROOK TROUT,400,10
11/11/2024,NARROWS P (UPPER),WINTHROP,BROOK TROUT,400,13
10/10/2024,PARKER P,MOUNT VERNON,BROOK TROUT,500,12
10/28/2024,PARKER P,MOUNT VERNON,L.L. SALMON,300,12
4/12/2024,SALMON L (ELLIS P),BELGRADE,BROOK TROUT,440,10
10/29/2024,SALMON L (ELLIS P),BELGRADE,BROOK TROUT,500,13
10/29/2024,SALMON L (ELLIS P),BELGRADE,BROWN TROUT,400,12
4/18/2024,SAM ASSOCIATION P (LOWER SMALL),AUGUSTA,BROOK TROUT,200,10
10/18/2024,SAM ASSOCIATION P (LOWER SMALL),AUGUSTA,BROOK TROUT,50,13
10/18/2024,SAM ASSOCIATION P (LOWER SMALL),AUGUSTA,BROOK TROUT,150,8
4/18/2024,SAM ASSOCIATION P (UPPER BIG),AUGUSTA,BROOK TROUT,200,10
10/18/2024,SAM ASSOCIATION P (UPPER BIG),AUGUSTA,BROOK TROUT,100,13
10/18/2024,SAM ASSOCIATION P (UPPER BIG),AUGUSTA,BROOK TROUT,100,8
4/25/2024,SAND P (TACOMA LKS),MONMOUTH,BROOK TROUT,300,10
5/7/2024,SAND P (TACOMA LKS),MONMOUTH,BROWN TROUT,200,9
10/17/2024,SAND P (TACOMA LKS),MONMOUTH,BROOK TROUT,300,12
10/27/2024,SAVADE P,WINDSOR,BROOK TROUT,300,13
11/7/2024,SAVADE P,WINDSOR,BROOK TROUT,100,13
11/19/2024,SAVADE P,WINDSOR,BROOK TROUT,30,17
4/25/2024,SEBASTICOOK R,CLINTON,BROOK TROUT,250,10
10/5/2024,SILVER L,SIDNEY,RAINBOW TROUT,75,14
10/21/2024,SILVER L,SIDNEY,BROWN TROUT,25,12
5/11/2024,SPECTACLE P,VASSALBORO,BROOK TROUT,500,10
10/27/2024,SPECTACLE P,VASSALBORO,BROWN TROUT,150,12
5/6/2024,THREEMILE P,CHINA,BROWN TROUT,600,9
10/27/2024,THREEMILE P,CHINA,BROOK TROUT,300,13
4/24/2024,TOGUS P,AUGUSTA,BROOK TROUT,400,10
4/24/2024,TOGUS P,AUGUSTA,BROWN TROUT,400,9
5/21/2024,TOGUS P,AUGUSTA,BROOK TROUT,200,10
10/25/2024,TOGUS P,AUGUSTA,BROOK TROUT,550,13
4/24/2024,TOGUS VA HOSPITAL,AUGUSTA,BROOK TROUT,300,10
5/16/2024,TYLER P,MANCHESTER,BROOK TROUT,250,10
4/28/2024,WILSON STREAM,MONMOUTH,BROOK TROUT,300,10
4/28/2024,WOODBURY P,LITCHFIELD,BROOK TROUT,200,10
5/7/2024,WOODBURY P,LITCHFIELD,BROWN TROUT,250,9
10/17/2024,WOODBURY P,LITCHFIELD,BROOK TROUT,300,12
4/19/2024,ALFORD L,HOPE,BROOK TROUT,200,10
10/24/2024,ALFORD L,HOPE,L.L. SALMON,75,12
10/25/2024,ALFORD L,HOPE,BROOK TROUT,500,13
10/25/2024,ALFORD L,HOPE,BROOK TROUT,750,7
10/25/2024,ALFORD L,HOPE,BROWN TROUT,300,12
4/28/2024,BOOTH QUARRY P,VINALHAVEN,BROOK TROUT,125,10
4/19/2024,CHICKAWAUKIE P,ROCKLAND,BROOK TROUT,250,10
10/22/2024,CHICKAWAUKIE P,ROCKLAND,BROOK TROUT,500,13
11/21/2024,CHICKAWAUKIE P,ROCKLAND,BROOK TROUT,500,8
10/27/2024,CRYSTAL P,WASHINGTON,BROOK TROUT,200,13
10/27/2024,CRYSTAL P,WASHINGTON,BROWN TROUT,100,12
11/7/2024,CRYSTAL P,WASHINGTON,BROOK TROUT,100,13
11/19/2024,CRYSTAL P,WASHINGTON,BROOK TROUT,30,17
4/30/2024,GOOSE R,CAMDEN,BROOK TROUT,200,10
11/1/2024,HOBBS P,HOPE,BROOK TROUT,200,13
4/30/2024,HOSMER P,CAMDEN,BROOK TROUT,250,10
10/28/2024,HOSMER P,CAMDEN,BROOK TROUT,250,13
10/28/2024,HOSMER P,CAMDEN,BROWN TROUT,50,12
11/7/2024,HOSMER P,CAMDEN,BROWN TROUT,200,12
11/21/2024,HOSMER P,CAMDEN,BROOK TROUT,500,8
4/28/2024,LAWSON QUARRY P,VINALHAVEN,BROOK TROUT,125,10
10/3/2024,LONG P (TURNERS L),ISLE AU HAUT,BROOK TROUT,1000,7
10/22/2024,MACES P,ROCKPORT,BROOK TROUT,150,13
10/22/2024,MACES P,ROCKPORT,BROOK TROUT,300,7
11/19/2024,MACES P,ROCKPORT,BROOK TROUT,30,17
4/30/2024,MEGUNTICOOK R,CAMDEN,BROOK TROUT,400,10
10/17/2024,MEGUNTICOOK R,CAMDEN,RAINBOW TROUT,100,14
10/28/2024,MEGUNTICOOK R,CAMDEN,BROOK TROUT,200,13
10/22/2024,ROCKY P,ROCKPORT,BROOK TROUT,75,13
